V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
152.26783752441406,153.9005,149.48154,148.31407,154.50487,154.23036,151.82336,153.6511,149.4853,148.30807,154.50833,154.23396,151.82733,153.64212
152.2664337158203,153.90146,149.48654,148.3149,154.51022,154.23189,151.8146,153.64655,149.49028,148.3088,154.51366,154.23549,151.81859,153.63744
152.26797485351562,153.90038,149.48123,148.31406,154.50449,154.23047,151.8239,153.6512,149.48495,148.30806,154.50793,154.23409,151.82788,153.64223
152.2681427001953,153.90027,149.48119,148.31403,154.50446,154.23055,151.82396,153.65115,149.48494,148.30801,154.50792,154.23416,151.82793,153.64215
152.2679443359375,153.90042,149.48114,148.31401,154.50446,154.23042,151.82397,153.65137,149.48488,148.30798,154.5079,154.23402,151.82794,153.64236
152.26768493652344,153.90056,149.48225,148.31381,154.50531,154.23015,151.82301,153.65076,149.486,148.3078,154.50877,154.23375,151.827,153.64178
152.26809692382812,153.9003,149.48064,148.31415,154.50389,154.23035,151.82462,153.65167,149.48439,148.30817,154.50735,154.23395,151.82858,153.64272
152.2676544189453,153.90056,149.48227,148.31386,154.50531,154.23015,151.82301,153.65079,149.486,148.30783,154.50876,154.23373,151.827,153.64178
152.26870727539062,153.89978,149.48099,148.31322,154.5044,154.2309,151.82486,153.65096,149.48474,148.30719,154.50784,154.2345,151.82883,153.64195
152.26856994628906,153.8999,149.48059,148.31342,154.50398,154.2308,151.8252,153.65137,149.48431,148.3074,154.50743,154.23438,151.82915,153.64236
152.26870727539062,153.89978,149.48096,148.31319,154.50435,154.23093,151.82492,153.65097,149.4847,148.30719,154.50778,154.23451,151.82886,153.64197
152.26856994628906,153.89987,149.48077,148.31334,154.50418,154.2309,151.82498,153.65115,149.4845,148.30734,154.50763,154.23448,151.82895,153.64215
152.26870727539062,153.89975,149.48117,148.31313,154.5046,154.23102,151.82465,153.65076,149.48492,148.3071,154.50804,154.23459,151.82858,153.64172
152.26858520507812,153.89987,149.48053,148.31342,154.50394,154.2308,151.82526,153.65137,149.48428,148.3074,154.50739,154.2344,151.8292,153.64238
152.2675018310547,153.90079,149.48041,148.31506,154.5035,154.2301,151.82413,153.65207,149.48416,148.30907,154.50696,154.23372,151.82812,153.64313
152.2678985595703,153.90045,149.48141,148.31393,154.50476,154.23048,151.82361,153.6511,149.48517,148.30794,154.50824,154.23409,151.82759,153.64212
152.2674560546875,153.90083,149.48047,148.3151,154.50351,154.23001,151.82405,153.65211,149.48422,148.30911,154.50699,154.23361,151.82806,153.64316
152.26821899414062,153.90022,149.48045,148.31395,154.50377,154.23045,151.82487,153.65181,149.48419,148.30795,154.50723,154.23407,151.82884,153.64284
152.26821899414062,153.90024,149.48044,148.31395,154.50375,154.23047,151.82489,153.65182,149.48419,148.30797,154.50722,154.23407,151.82884,153.64284
152.26846313476562,153.89995,149.48074,148.31335,154.50423,154.2305,151.82513,153.65135,149.4845,148.30734,154.50769,154.2341,151.82909,153.64238
152.267822265625,153.90044,149.48235,148.31404,154.50589,154.23126,151.822,153.64981,149.48607,148.30801,154.50932,154.23485,151.82599,153.6408
152.26785278320312,153.90054,149.47966,148.3147,154.50311,154.23018,151.82512,153.65251,149.4834,148.30872,154.50659,154.2338,151.82907,153.64354
152.26780700683594,153.90053,149.48088,148.31413,154.50412,154.23006,151.82434,153.65176,149.48463,148.30812,154.5076,154.23369,151.82831,153.6428
152.26805114746094,153.90033,149.48132,148.31415,154.50435,154.23074,151.82376,153.65103,149.48506,148.30814,154.5078,154.23433,151.82774,153.64204
152.26828002929688,153.90024,149.4794,148.31415,154.50298,154.2305,151.82574,153.6525,149.48318,148.30817,154.50642,154.23412,151.82971,153.64354
152.26873779296875,153.89964,149.48112,148.31235,154.50508,154.23114,151.82498,153.6506,149.48486,148.30635,154.50851,154.2347,151.82895,153.6416
152.26759338378906,153.9007,149.4819,148.31435,154.50511,154.2303,151.82271,153.65094,149.48566,148.30833,154.50859,154.23392,151.82668,153.64197
152.26773071289062,153.90063,149.48058,148.31491,154.50383,154.23068,151.82376,153.65157,149.48431,148.3089,154.50726,154.23425,151.82779,153.6426
152.26792907714844,153.90038,149.48228,148.31421,154.5054,154.23076,151.82245,153.65022,149.48604,148.3082,154.50888,154.23438,151.82642,153.6412
152.2679901123047,153.90036,149.48148,148.3139,154.5048,154.23058,151.82364,153.65096,149.48523,148.30789,154.50824,154.23416,151.8276,153.64197
152.2681884765625,153.90027,149.48022,148.31409,154.50352,154.23022,151.82521,153.65205,149.48398,148.30809,154.50697,154.23383,151.82918,153.64308
152.26817321777344,153.9002,149.48096,148.31383,154.50427,154.23056,151.8244,153.65132,149.48468,148.30783,154.50774,154.23415,151.82837,153.64233
152.26829528808594,153.90015,149.4808,148.3139,154.50406,154.23048,151.82462,153.65146,149.48457,148.3079,154.5075,154.2341,151.82858,153.64246
152.2681884765625,153.90024,149.48056,148.31396,154.50395,154.23056,151.82469,153.65161,149.48431,148.30797,154.50742,154.23416,151.82863,153.64261
152.26803588867188,153.90033,149.48145,148.31387,154.50476,154.2305,151.82373,153.65106,149.48517,148.30786,154.5082,154.2341,151.82771,153.64206
152.26800537109375,153.90036,149.48146,148.31392,154.50473,154.2305,151.8237,153.65103,149.4852,148.3079,154.5082,154.2341,151.82767,153.64206
152.26817321777344,153.90024,149.48085,148.31384,154.50412,154.23029,151.82462,153.65157,149.48462,148.30785,154.50758,154.23389,151.82858,153.64258
152.26828002929688,153.90013,149.48087,148.31374,154.50417,154.2305,151.82466,153.6514,149.48462,148.30772,154.50763,154.2341,151.82863,153.6424
152.26824951171875,153.90013,149.4803,148.31393,154.50345,154.23024,151.82541,153.65195,149.48405,148.30794,154.50693,154.23386,151.82938,153.64299
152.26815795898438,153.9002,149.48102,148.31384,154.50433,154.23055,151.82431,153.65128,149.48476,148.30783,154.50778,154.23413,151.82828,153.64227
152.26785278320312,153.90047,149.48154,148.31398,154.5048,154.23047,151.8235,153.65103,149.48526,148.30797,154.50827,154.23405,151.8275,153.64206
152.26812744140625,153.9003,149.4805,148.31421,154.50381,154.23051,151.82465,153.65167,149.48422,148.3082,154.50726,154.23412,151.82861,153.6427
152.2681427001953,153.90025,149.48093,148.31386,154.50426,154.23044,151.82445,153.65141,149.48468,148.30786,154.50772,154.23404,151.8284,153.64243
152.26795959472656,153.90039,149.48116,148.314,154.50444,154.23041,151.82404,153.65129,149.4849,148.30801,154.5079,154.23402,151.828,153.64232
152.2681121826172,153.90025,149.48111,148.31389,154.5044,154.23059,151.82419,153.65121,149.48483,148.30788,154.50786,154.23418,151.82814,153.64221
152.26808166503906,153.9003,149.48132,148.31389,154.50467,154.23059,151.82379,153.65105,149.48506,148.30789,154.50815,154.23419,151.82777,153.64207
152.2679901123047,153.9004,149.48102,148.31422,154.50433,154.23055,151.82388,153.65134,149.48479,148.30823,154.5078,154.23416,151.82785,153.64233
152.26771545410156,153.90065,149.48114,148.3144,154.50458,154.2304,151.82341,153.65141,149.4849,148.3084,154.50804,154.23398,151.82738,153.64243
152.26788330078125,153.90045,149.48123,148.3143,154.50444,154.23045,151.8237,153.65123,149.48499,148.30829,154.5079,154.23405,151.82765,153.64224
152.2678985595703,153.90047,149.48116,148.31433,154.50443,154.23048,151.82364,153.65125,149.48492,148.30833,154.50789,154.23412,151.82764,153.64227
152.26803588867188,153.90016,149.48264,148.31322,154.50601,154.23091,151.82278,153.64978,149.48633,148.30719,154.50946,154.23447,151.82677,153.6408
152.26812744140625,153.90015,149.48119,148.3135,154.50455,154.23056,151.82448,153.651,149.4849,148.30751,154.508,154.23413,151.82849,153.64206
152.2675323486328,153.9007,149.48198,148.31415,154.50516,154.23007,151.82298,153.65097,149.48572,148.30815,154.5086,154.23367,151.82695,153.64201
152.2676239013672,153.90063,149.48157,148.31433,154.50475,154.23032,151.82329,153.6511,149.48532,148.30832,154.5082,154.2339,151.82727,153.64212
152.26788330078125,153.90045,149.4812,148.31389,154.50443,154.2302,151.82413,153.6515,149.48495,148.3079,154.50787,154.2338,151.8281,153.64252
152.26809692382812,153.90028,149.48077,148.31407,154.50401,154.23035,151.82455,153.65155,149.48453,148.30809,154.50745,154.23395,151.82852,153.6426
152.2674560546875,153.90074,149.48209,148.31427,154.50534,154.23029,151.82257,153.65076,149.48581,148.30826,154.5088,154.23389,151.82655,153.64178
152.26792907714844,153.90045,149.4808,148.31422,154.50412,154.23033,151.82423,153.65161,149.48454,148.30823,154.50758,154.23396,151.8282,153.64264
152.26791381835938,153.9004,149.48111,148.31406,154.5044,154.23036,151.82405,153.65135,149.48486,148.30803,154.50784,154.23396,151.82803,153.64238
152.26815795898438,153.90024,149.4806,148.31401,154.504,154.23056,151.8246,153.65155,149.48436,148.30801,154.50745,154.23416,151.82857,153.64258
152.2679901123047,153.90033,149.48148,148.31387,154.50476,154.23055,151.82372,153.65096,149.4852,148.30785,154.50821,154.23415,151.8277,153.64198
152.26815795898438,153.90024,149.48077,148.3138,154.50417,154.23047,151.82462,153.6515,149.48451,148.3078,154.50761,154.23407,151.82858,153.64253
152.26808166503906,153.90027,149.4813,148.3138,154.50467,154.23062,151.82393,153.65105,149.48505,148.30779,154.50812,154.23422,151.82788,153.64206
152.26792907714844,153.90042,149.48146,148.31395,154.50475,154.23053,151.82364,153.65105,149.4852,148.30795,154.5082,154.23413,151.8276,153.64206
152.26808166503906,153.90033,149.48065,148.31396,154.50381,154.23026,151.8248,153.65184,149.4844,148.30795,154.50726,154.23386,151.82878,153.64288
152.26808166503906,153.90033,149.48071,148.31409,154.50406,154.23047,151.82443,153.65157,149.48447,148.3081,154.5075,154.23407,151.8284,153.64258
152.2681121826172,153.90025,149.48123,148.31377,154.50458,154.23056,151.82407,153.65112,149.48495,148.30775,154.50804,154.23415,151.82803,153.64215
152.2679443359375,153.90044,149.48071,148.3142,154.50403,154.23033,151.82437,153.65169,149.48445,148.30821,154.50748,154.23392,151.82834,153.64273
152.26806640625,153.9003,149.48138,148.31386,154.50471,154.2306,151.82379,153.65099,149.48514,148.30785,154.50818,154.2342,151.82774,153.642
152.26820373535156,153.90018,149.48042,148.31392,154.50359,154.23022,151.82527,153.65189,149.48416,148.30792,154.50703,154.23383,151.82924,153.64291
152.26803588867188,153.90033,149.48093,148.31401,154.50421,154.23047,151.82426,153.65143,149.48468,148.308,154.50766,154.23407,151.82825,153.64246
152.26803588867188,153.9003,149.479,148.31395,154.50223,154.22964,151.82698,153.65332,149.48276,148.30798,154.50569,154.23326,151.83095,153.6444
152.26766967773438,153.90057,149.48212,148.31416,154.50513,154.23024,151.82289,153.65079,149.48586,148.30815,154.50858,154.23384,151.82687,153.6418
152.26852416992188,153.89995,149.4815,148.31349,154.50491,154.23097,151.82384,153.65059,149.48526,148.30746,154.50839,154.23456,151.82779,153.64159
152.26852416992188,153.89993,149.48166,148.31348,154.50508,154.23099,151.82364,153.65045,149.48541,148.30746,154.50854,154.2346,151.82758,153.64143
152.26840209960938,153.90002,149.48141,148.31355,154.50482,154.23082,151.82391,153.65074,149.48518,148.30756,154.50829,154.23444,151.82787,153.64174
152.2683868408203,153.90005,149.48143,148.3136,154.50482,154.23083,151.82391,153.65076,149.48518,148.30759,154.50826,154.23444,151.82785,153.64174
152.26844787597656,153.9,149.48148,148.31354,154.50485,154.23087,151.82391,153.6507,149.48521,148.30753,154.5083,154.23447,151.82785,153.6417
152.26837158203125,153.90005,149.48143,148.31358,154.50482,154.23083,151.82388,153.65076,149.48518,148.30759,154.50827,154.23445,151.82785,153.64175
152.2685546875,153.8999,149.48175,148.31348,154.50516,154.231,151.82356,153.65034,149.4855,148.30746,154.5086,154.23462,151.82751,153.64133
152.26837158203125,153.90004,149.48149,148.31358,154.50493,154.23093,151.82376,153.65063,149.48526,148.30757,154.50838,154.23454,151.8277,153.64163
152.26837158203125,153.90005,149.48146,148.31357,154.5049,154.23093,151.82379,153.65067,149.48523,148.30759,154.50836,154.23453,151.82776,153.64166
152.2684326171875,153.90002,149.48146,148.31357,154.50485,154.23085,151.82391,153.65074,149.4852,148.30754,154.5083,154.23444,151.82787,153.64172
152.26837158203125,153.90005,149.48145,148.3136,154.50484,154.23085,151.82385,153.65076,149.48517,148.30759,154.50829,154.23447,151.82782,153.64174
152.26820373535156,153.90018,149.48209,148.31369,154.50548,154.23085,151.82297,153.65025,149.48584,148.30765,154.50893,154.23445,151.82693,153.64125
152.26795959472656,153.90045,149.481,148.31424,154.5044,154.23062,151.82379,153.65132,149.48476,148.30823,154.50786,154.23422,151.82774,153.64233
152.26800537109375,153.90033,149.48186,148.31387,154.50526,154.23083,151.82303,153.65048,149.48561,148.30788,154.50873,154.23444,151.82698,153.64146
152.2682647705078,153.90015,149.48132,148.31377,154.5047,154.23091,151.82382,153.65082,149.48508,148.30777,154.50816,154.2345,151.82779,153.64182
152.26832580566406,153.90009,149.48123,148.31372,154.50464,154.23099,151.82397,153.6508,149.48497,148.30771,154.5081,154.23459,151.82791,153.64182
152.26797485351562,153.90034,149.48152,148.31366,154.50488,154.2305,151.82378,153.65099,149.48524,148.30765,154.50835,154.23409,151.82776,153.64201
152.26806640625,153.90036,149.48047,148.31418,154.50375,154.2302,151.82477,153.65193,149.48422,148.3082,154.50723,154.2338,151.82874,153.64296
152.2677459716797,153.9006,149.48097,148.3143,154.50418,154.23009,151.82404,153.65172,149.48473,148.30832,154.50764,154.2337,151.82802,153.64275
152.26834106445312,153.90012,149.48018,148.31361,154.50357,154.23032,151.82558,153.65204,149.48392,148.30763,154.50703,154.23392,151.82953,153.64308
152.2683563232422,153.90009,149.48007,148.3136,154.5035,154.23035,151.8257,153.65208,149.48383,148.30763,154.50693,154.23395,151.82964,153.64311
152.26828002929688,153.90012,149.48071,148.3137,154.50406,154.23056,151.82478,153.65149,149.48445,148.30771,154.50752,154.23416,151.82875,153.64252
152.26828002929688,153.90012,149.48068,148.31369,154.50404,154.23059,151.82481,153.65149,149.48444,148.3077,154.5075,154.23416,151.82878,153.6425
152.26828002929688,153.90013,149.4807,148.3137,154.50407,154.23056,151.82478,153.65147,149.48445,148.30771,154.50752,154.23418,151.82874,153.64252
152.26821899414062,153.90018,149.48068,148.31378,154.50395,154.23035,151.82489,153.65164,149.48444,148.30777,154.5074,154.23395,151.82886,153.64268
152.26817321777344,153.90022,149.48079,148.31375,154.50406,154.23033,151.82477,153.6516,149.48454,148.30777,154.5075,154.23393,151.82872,153.64264
152.26820373535156,153.90022,149.48076,148.31377,154.50403,154.23035,151.8248,153.65163,149.48451,148.30777,154.50748,154.23393,151.82877,153.64264
152.26824951171875,153.90016,149.4809,148.31305,154.50496,154.23099,151.82428,153.65111,149.48465,148.30704,154.5084,154.23459,151.82825,153.64212
152.2689208984375,153.8996,149.48035,148.31245,154.50424,154.23074,151.82594,153.6515,149.48409,148.30646,154.50769,154.23434,151.8299,153.6425
152.2682647705078,153.90016,149.4809,148.31305,154.50496,154.23097,151.8243,153.65112,149.48465,148.30704,154.50842,154.23457,151.82826,153.64212
152.26812744140625,153.90025,149.4812,148.31386,154.50467,154.23091,151.82379,153.65091,149.48495,148.30786,154.50812,154.23451,151.82776,153.64192
152.26840209960938,153.90002,149.48051,148.31381,154.50378,154.23058,151.8251,153.65155,149.48425,148.3078,154.50723,154.23418,151.82906,153.64258
152.26840209960938,153.90002,149.48051,148.31381,154.50378,154.23058,151.8251,153.65155,149.48425,148.3078,154.50723,154.23416,151.82906,153.64258
152.2679901123047,153.90039,149.48088,148.3139,154.50409,154.23012,151.82458,153.65173,149.48462,148.3079,154.50757,154.23372,151.82857,153.64276
152.26800537109375,153.90036,149.4808,148.31392,154.50403,154.2301,151.82466,153.65178,149.48456,148.30792,154.50748,154.23369,151.82863,153.64282
152.2679901123047,153.90039,149.48088,148.3139,154.50409,154.23012,151.8246,153.65173,149.48462,148.3079,154.50755,154.23372,151.82858,153.64276
152.26797485351562,153.90044,149.48102,148.31422,154.50441,154.23065,151.8238,153.65132,149.48476,148.30821,154.50784,154.23424,151.82776,153.64233
152.2679443359375,153.90044,149.48094,148.31424,154.50436,154.23067,151.8238,153.6513,149.48471,148.30823,154.50783,154.23428,151.82779,153.64233
152.26834106445312,153.90002,149.48062,148.3138,154.50378,154.23059,151.8251,153.65144,149.48436,148.3078,154.50723,154.23419,151.82907,153.64246
152.2680206298828,153.90033,149.48137,148.31401,154.50464,154.23067,151.82372,153.65096,149.48512,148.308,154.50809,154.23425,151.82768,153.64197
152.26797485351562,153.90039,149.48146,148.3141,154.50479,154.23073,151.8234,153.65086,149.4852,148.3081,154.50824,154.23431,151.82736,153.64189
152.26861572265625,153.8999,149.48112,148.31427,154.50479,154.2315,151.82323,153.65033,149.48491,148.30826,154.50826,154.2351,151.82716,153.6413
152.26614379882812,153.90144,149.48618,148.3165,154.51028,154.23256,151.81335,153.64542,149.4899,148.3104,154.51375,154.23618,151.8174,153.63637
152.26812744140625,153.90024,149.4812,148.31374,154.5044,154.23003,151.82448,153.65146,149.48494,148.30772,154.50786,154.23363,151.82845,153.64249
152.26727294921875,153.90085,149.48251,148.314,154.50583,154.22993,151.8223,153.65071,149.48627,148.30798,154.5093,154.23352,151.8263,153.64175
152.2681427001953,153.90028,149.48018,148.31418,154.50345,154.23021,151.82518,153.65208,149.48395,148.3082,154.50693,154.23381,151.82913,153.64313
152.2686004638672,153.89986,149.47993,148.31361,154.50313,154.23053,151.82611,153.65196,149.48367,148.30763,154.50658,154.23413,151.83008,153.643
152.2711639404297,153.89659,149.47424,148.3111,154.49736,154.23056,151.83667,153.65352,149.47787,148.30516,154.50076,154.23407,151.84067,153.64473
152.2658233642578,153.9021,149.48404,148.31532,154.50708,154.22968,151.81873,153.65028,149.4878,148.3093,154.51056,154.23328,151.82275,153.64133
152.2639617919922,153.90326,149.47931,148.31917,154.50104,154.22641,151.82227,153.65544,149.48311,148.31328,154.50458,154.23007,151.82634,153.64662
152.26512145996094,153.9007,149.49628,148.31276,154.5195,154.23558,151.80177,153.6348,149.49982,148.30646,154.5228,154.23903,151.80597,153.62572
152.26927185058594,153.89879,149.48134,148.30798,154.50491,154.23026,151.82877,153.6513,149.48494,148.30194,154.50829,154.23375,151.83276,153.64243
152.2685546875,153.89989,149.47935,148.31378,154.50249,154.22998,151.82695,153.65268,149.48311,148.3078,154.50594,154.23358,151.8309,153.64374
152.2692413330078,153.89934,149.47766,148.31354,154.50075,154.23016,151.82932,153.6536,149.48141,148.30757,154.50421,154.23376,151.83325,153.64465
152.26817321777344,153.90022,149.48103,148.31384,154.50441,154.23062,151.82419,153.65121,149.48479,148.30783,154.50787,154.23422,151.82816,153.64224
152.2681427001953,153.90025,149.48108,148.31386,154.50446,154.23062,151.82413,153.65118,149.48483,148.30786,154.5079,154.23422,151.8281,153.6422
152.26815795898438,153.90024,149.48108,148.31387,154.50444,154.23062,151.82414,153.6512,149.48483,148.30786,154.5079,154.23422,151.82812,153.64221
152.26800537109375,153.90036,149.48128,148.3141,154.50464,154.23062,151.82367,153.65105,149.48502,148.30809,154.50809,154.23422,151.82764,153.64206
152.26800537109375,153.90036,149.48132,148.3141,154.50467,154.23064,151.8236,153.651,149.48508,148.3081,154.50813,154.23424,151.82756,153.64201
152.26824951171875,153.9001,149.47992,148.31369,154.50305,154.22993,151.8262,153.6524,149.48369,148.30771,154.50652,154.23354,151.83017,153.64346
152.26885986328125,153.89954,149.48158,148.31241,154.50534,154.2315,151.82442,153.65001,149.4853,148.30638,154.50877,154.23508,151.82835,153.641
152.26800537109375,153.9004,149.48114,148.314,154.5045,154.23051,151.82382,153.65134,149.48491,148.30798,154.50798,154.23412,151.8278,153.64233
152.26754760742188,153.90082,149.48091,148.31493,154.5043,154.23038,151.82323,153.65158,149.48468,148.30893,154.50777,154.234,151.82722,153.64261
152.2683563232422,153.90007,149.48108,148.3135,154.5045,154.23073,151.8244,153.65106,149.48483,148.30751,154.50797,154.23433,151.82837,153.64207
152.268310546875,153.9001,149.48111,148.31355,154.5045,154.23068,151.82437,153.65112,149.48483,148.30754,154.50795,154.23427,151.82834,153.64212
152.26828002929688,153.90018,149.48012,148.31409,154.5035,154.23045,151.82521,153.65195,149.48386,148.3081,154.50696,154.23404,151.82915,153.64296
152.26829528808594,153.90019,149.48012,148.31409,154.5035,154.23042,151.8252,153.65196,149.48389,148.3081,154.50696,154.23404,151.82916,153.64297
152.26773071289062,153.90054,149.48163,148.31427,154.50491,154.23032,151.82327,153.65097,149.48538,148.30824,154.50836,154.23389,151.82724,153.642
152.26815795898438,153.9003,149.47986,148.31442,154.50331,154.23035,151.82515,153.65219,149.48364,148.30844,154.50677,154.23396,151.82912,153.64322
152.26876831054688,153.89975,149.48016,148.31372,154.50351,154.23085,151.82553,153.65152,149.48392,148.30771,154.50699,154.23445,151.82948,153.64252
152.26832580566406,153.90007,149.48071,148.31363,154.50404,154.23048,151.82495,153.65149,149.48447,148.30762,154.50749,154.23407,151.8289,153.64252
152.26873779296875,153.89964,149.4809,148.31299,154.50433,154.23102,151.82526,153.65083,149.48462,148.30696,154.50774,154.2346,151.82922,153.64185
152.26849365234375,153.9,149.48041,148.31384,154.50368,154.2305,151.8252,153.65169,149.48416,148.30786,154.50713,154.23412,151.82913,153.64268
152.26792907714844,153.90042,149.48126,148.31424,154.50449,154.23033,151.8238,153.65121,149.48502,148.30823,154.50793,154.23395,151.82777,153.64224
152.26820373535156,153.90019,149.48094,148.31384,154.50429,154.23053,151.8244,153.65132,149.4847,148.30785,154.50774,154.23413,151.82838,153.64233
152.2679443359375,153.9004,149.48108,148.31406,154.50436,154.23036,151.82404,153.65141,149.48483,148.30804,154.50783,154.23395,151.82802,153.64243
152.2678680419922,153.90048,149.48137,148.31409,154.50467,154.23045,151.82361,153.65115,149.4851,148.30809,154.50813,154.23404,151.8276,153.64218
152.26803588867188,153.90033,149.48114,148.31415,154.50444,154.23059,151.82385,153.65115,149.48488,148.30815,154.5079,154.2342,151.82779,153.64217
152.26803588867188,153.90031,149.48114,148.31415,154.50446,154.23059,151.82385,153.65117,149.4849,148.30817,154.50793,154.2342,151.8278,153.64218
152.2667694091797,153.89902,149.49638,148.3095,154.52077,154.23619,151.80272,153.63388,149.5,148.30316,154.52408,154.23965,151.80675,153.6246
152.26544189453125,153.90079,149.49573,148.3107,154.52022,154.23312,151.8037,153.63742,149.49939,148.30444,154.52359,154.23663,151.80779,153.6282
152.267822265625,153.90054,149.48033,148.31459,154.5035,154.23007,151.82468,153.65215,149.4841,148.30861,154.50696,154.23367,151.82866,153.64319
152.26805114746094,153.90031,149.48083,148.31389,154.50412,154.23051,151.82446,153.65149,149.48459,148.30789,154.50757,154.2341,151.82843,153.64252
152.26797485351562,153.9004,149.48093,148.31418,154.50418,154.23041,151.82413,153.65149,149.48468,148.30817,154.50764,154.23401,151.8281,153.64249
152.26788330078125,153.90045,149.48114,148.31418,154.50446,154.23048,151.82378,153.65128,149.4849,148.3082,154.50792,154.23409,151.82776,153.64229
152.2678985595703,153.90047,149.48097,148.31425,154.50424,154.23036,151.82404,153.65146,149.48471,148.30826,154.50769,154.23396,151.828,153.64249
152.26783752441406,153.90048,149.4812,148.31418,154.50453,154.23042,151.82373,153.65125,149.48494,148.30818,154.508,154.23402,151.8277,153.64229
152.2681121826172,153.90028,149.48062,148.31422,154.50392,154.23048,151.8245,153.65158,149.48438,148.30821,154.50737,154.2341,151.82846,153.6426
152.26809692382812,153.90028,149.48094,148.314,154.50424,154.23047,151.82433,153.65135,149.48466,148.30798,154.50772,154.23407,151.8283,153.64238
152.26800537109375,153.90034,149.48094,148.31403,154.5042,154.23027,151.82434,153.65152,149.48471,148.30806,154.50768,154.23386,151.82831,153.64255
152.2679443359375,153.90042,149.4811,148.31404,154.50435,154.23024,151.82413,153.65147,149.48486,148.30804,154.50783,154.23383,151.8281,153.64247
152.2682342529297,153.90019,149.48073,148.314,154.50398,154.23044,151.8246,153.65154,149.4845,148.30801,154.50745,154.23405,151.82857,153.64256
152.26817321777344,153.90022,149.48067,148.3139,154.50404,154.23047,151.8247,153.65157,149.4844,148.3079,154.50749,154.23407,151.82866,153.6426
152.26809692382812,153.90033,149.48062,148.31415,154.50388,154.23036,151.8246,153.6517,149.48438,148.30814,154.50734,154.23395,151.82855,153.64273
152.26808166503906,153.9003,149.48076,148.31407,154.50403,154.23041,151.82451,153.65154,149.4845,148.30807,154.50748,154.234,151.82849,153.64258
152.2681427001953,153.90031,149.4805,148.31424,154.50371,154.23038,151.82472,153.65178,149.48425,148.30824,154.50717,154.23398,151.82869,153.64279
152.2678985595703,153.90044,149.48141,148.31406,154.50465,154.23041,151.82364,153.65114,149.48517,148.30806,154.50812,154.23401,151.82762,153.64217
152.26812744140625,153.90027,149.48112,148.31398,154.50443,154.23059,151.82402,153.65118,149.48486,148.30798,154.50789,154.23419,151.82799,153.64218
152.26780700683594,153.90053,149.48145,148.31422,154.50467,154.23032,151.82346,153.65118,149.4852,148.30821,154.50813,154.23392,151.82745,153.6422
152.2680206298828,153.90034,149.48122,148.31403,154.50455,154.23053,151.82385,153.65117,149.48499,148.30803,154.508,154.23413,151.82782,153.6422
152.268310546875,153.90007,149.48146,148.31361,154.50491,154.23087,151.82384,153.65067,149.4852,148.30759,154.50835,154.23447,151.8278,153.64166
152.26821899414062,153.90013,149.48178,148.31352,154.50519,154.2308,151.82355,153.6505,149.4855,148.3075,154.50864,154.2344,151.82751,153.64151
152.26834106445312,153.90005,149.48166,148.3135,154.50514,154.23097,151.82362,153.65047,149.4854,148.30748,154.50859,154.23456,151.82759,153.64146
152.2682342529297,153.90018,149.4805,148.31393,154.50386,154.23044,151.82489,153.65167,149.48425,148.30795,154.50732,154.23404,151.82886,153.6427
152.2683563232422,153.90007,149.48064,148.31383,154.50398,154.23064,151.82481,153.65143,149.4844,148.30783,154.50745,154.23422,151.82878,153.64244
