V1,V2,V3,V4,V5,V6
1984.1768798828125,2029.7025,2106.8923,2132.9592,2178.006,2194.1682
1608.6866455078125,1637.6481,1747.221,1820.1265,1858.2299,1903.9536
2008.140869140625,2106.7942,2156.8433,2197.0134,2227.2378,2201.9426
1555.563232421875,1748.542,1785.9208,1835.5902,1857.9541,1861.3912
7393.38525390625,7322.8237,7516.4287,7726.697,7907.1475,8019.008
2640.90234375,2901.1968,2886.092,2817.8113,2778.9854,2821.2244
3568.96923828125,3283.301,3392.7969,3758.7378,3606.7952,4001.4578
4152.1220703125,3962.578,4031.4512,4185.792,4422.674,4551.9106
9123.857421875,9281.915,9340.009,9436.378,9634.843,9702.843
5219.6142578125,5220.5093,5244.5435,5530.5303,5391.5757,5413.768
1933.114990234375,1913.0343,1838.1902,1859.5424,1856.8419,1871.4316
1561.80615234375,1892.8015,1622.7028,1621.3439,1645.9169,1564.577
1522.719482421875,1516.561,1536.9843,1591.6039,1627.2314,1822.9552
1222.5416259765625,1164.8394,1214.5199,1267.82,1329.7137,1390.1311
6196.8125,6332.3564,6385.804,6793.6626,6773.7373,7023.0356
3514.026611328125,3445.4243,3607.7998,3796.5645,3949.9727,3948.9565
9671.87109375,9955.682,10108.675,10515.585,10648.736,10967.639
5978.08544921875,5832.5,5953.5913,6090.961,6255.1357,6341.0283
12225.07421875,12192.942,12647.064,13013.614,13137.526,13597.212
6421.87353515625,6171.048,6387.238,6815.35,7019.376,7129.6597
3901.42138671875,3972.8147,4145.144,4231.9634,4452.8125,4481.5435
7692.8515625,7588.3564,7762.557,7920.847,8183.219,8648.989
8055.892578125,8161.4995,8520.759,8791.378,9012.112,9117.089
889.4335327148438,816.4087,810.9292,991.345,881.18494,1127.9215
7743.82373046875,7918.17,8150.6636,8364.881,8572.511,8628.46
5860.53857421875,6046.444,6223.943,6364.4062,6536.4365,6569.1353
4139.1904296875,4312.6924,4337.765,4451.7173,4680.144,4714.4473
4505.142578125,4383.541,4402.2617,4809.2783,4764.255,5056.1636
1686.441650390625,1458.7495,1372.0867,1430.1079,1460.5789,1558.4291
2279.920166015625,2400.0466,2433.8333,2482.1423,2608.5244,2508.8606
3117.43310546875,3231.037,3118.161,3089.7097,3162.8103,3189.439
4597.24755859375,4669.1436,4903.147,4997.1177,5090.332,5120.8984
12372.86328125,12281.552,12743.258,13082.163,13452.989,13639.227
1954.6976318359375,1848.79,1906.039,1936.7573,2162.468,2398.933
5246.28857421875,4981.0415,5073.45,5169.879,5303.434,5744.5273
2443.788330078125,2568.484,2598.414,2610.502,2693.6187,2699.7627
2312.894287109375,2238.447,2078.0603,2551.1614,2641.813,2567.35
3925.979736328125,3811.5132,3711.8662,3673.0654,3757.3364,3827.398
1846.3734130859375,1598.4119,1516.8158,1579.1536,1615.1866,1725.2853
1275.4345703125,1146.4973,1215.2029,1251.7867,1306.3606,1500.4115
1444.0283203125,1568.3567,1364.5891,1439.3187,1526.1338,1397.2012
11712.4443359375,11674.472,12062.752,12397.661,12756.657,12922.202
1938.43115234375,1848.7272,1892.2389,1891.42,2161.6067,2164.555
2757.946533203125,2636.6052,2656.396,2846.6284,2900.3164,3084.36
1709.797119140625,1620.5367,1614.6199,1639.378,1653.9089,1836.6357
5959.212890625,6015.156,6182.9565,6336.3154,6540.875,6566.14
1020.5779418945312,1001.0744,1057.7407,1123.8695,1178.1646,1184.5415
7590.8583984375,7600.332,7657.521,7732.077,8186.683,8287.668
5321.16455078125,5463.2925,5637.319,5749.7324,5805.807,5822.8257
4450.3193359375,4639.7896,4782.458,4836.333,4839.858,4843.515
1657.65478515625,1572.4609,1612.1758,1626.85,1733.8938,1813.5248
1464.89453125,1331.7172,1348.8341,1412.132,1589.0477,1601.4712
2782.809326171875,2768.1816,2795.5503,2854.346,3064.953,3068.614
2344.803955078125,2433.9985,2465.519,2551.3943,2700.501,2700.853
18250.314453125,18751.67,19462.531,20079.35,20711.03,20996.268
9427.7744140625,9786.835,10179.622,10560.307,10982.404,11192.624
18302.29296875,18764.049,19421.14,19903.383,20374.635,20770.703
2190.35498046875,2491.1306,2099.2595,2026.6012,2058.5894,2111.322
3652.0634765625,3832.118,3797.777,4084.6162,4023.1243,4161.052
8174.6748046875,8454.284,8733.605,9019.682,9308.635,9417.656
5759.68310546875,6028.1387,6341.5083,6513.056,6617.4595,6626.208
6133.41259765625,6275.474,6522.099,6665.301,6838.753,6781.411
2511.050048828125,2603.8716,2764.059,2780.0994,2886.9973,2950.78
3790.810546875,3958.7976,4057.489,4183.9624,4127.596,4436.4536
1903.0972900390625,1986.0886,2053.9917,2179.2588,2111.8767,1995.1462
9961.646484375,10228.682,10510.742,10740.294,11000.003,11194.153
4219.51953125,4344.4023,4514.626,4692.429,4885.0034,4823.2065
3076.9482421875,3295.9792,3425.3455,3536.4092,3634.6992,3642.5278
2446.715087890625,2598.9773,2733.8054,2813.9072,2865.8535,2859.7454
11157.404296875,11597.387,12160.908,12644.811,13176.311,13391.147
19065.689453125,19530.549,20190.918,20755.977,21135.703,21491.53
3986.912841796875,4094.1177,4324.4473,4409.463,4483.017,4596.368
5012.26171875,5234.8564,5420.233,5566.8887,5699.2847,5796.057
9561.8720703125,9874.005,10231.308,10549.71,10832.353,10999.406
7098.10888671875,7383.542,7605.154,7823.044,8094.3677,8226.033
9530.17578125,9778.213,10053.537,10267.157,10625.93,10585.508
2103.792724609375,2083.5005,2130.8809,2134.49,2339.209,2390.373
4874.41357421875,5041.8594,5395.4053,5562.9077,5728.229,5837.6045
8276.2333984375,8540.751,8740.957,8895.72,9150.621,9365.913
3151.781005859375,3372.4321,3472.1506,3600.0034,3693.8647,3757.5896
8855.1630859375,9113.684,9537.939,9771.174,10055.225,10237.376
3644.70947265625,3784.2673,3918.0398,3989.8562,4028.753,4091.398
10248.333984375,10614.704,11234.939,11796.212,12308.22,12117.788
2047.12158203125,2146.2085,2226.0305,2345.2783,2468.3372,2430.2268
15529.73046875,15834.774,16259.909,16634.549,16836.32,17139.023
