V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
5954.662109375,5443.3984,5101.572,5058.724,5177.431,5049.245,5124.129,5248.125,5575.337,6413.0166,6654.55,6852.5156,7495.912,7913.624,8125.877,8314.088,8243.371,7859.146,8385.81,7743.828,7728.5503,7357.4707,7012.0444,6631.9585,6148.908,5826.237,5302.051,5242.5664,5032.931,4941.996,5141.356,5299.3354,5649.431,5956.817,6609.28,6880.3345,7450.957,7910.6465,8020.4644,8156.5986,8511.004,8469.813,8139.085,8024.5347,7634.9097,7248.939,6573.4233,6541.52
15050.193359375,13336.246,12321.023,12268.545,12551.373,12490.298,12306.528,11924.945,13403.414,14564.47,15671.489,15393.368,17184.271,17649.168,18331.574,18967.92,18733.092,18393.094,19226.434,18662.926,17671.934,17695.04,16483.809,15640.564,14919.617,13785.806,12966.464,11980.334,12832.807,11332.782,12362.553,12796.247,13524.427,13705.496,16121.661,16079.761,16843.68,17770.791,18239.578,18503.355,19652.273,19367.67,19262.848,18275.336,17999.43,16801.836,16769.44,15732.487
640.77001953125,613.7012,602.212,590.2024,599.8791,581.8139,565.6119,567.50903,566.0914,585.9,580.4402,578.73224,593.27704,609.53516,619.61554,620.0377,630.6913,642.50714,656.86945,657.40424,648.24176,654.61774,644.41003,639.31,639.4959,620.5161,615.5772,581.02386,601.75073,575.999,565.93207,569.52075,569.0484,563.6317,593.93445,591.09564,594.4697,597.8037,614.8859,621.6987,650.1345,644.7299,644.87006,647.38,657.04926,642.5779,642.69037,644.31476
252.33517456054688,220.75104,209.02695,199.01588,213.64728,195.96857,199.79439,201.85757,221.56839,251.31944,261.8121,261.0101,301.82767,310.9021,323.45813,333.30573,331.52884,329.77798,338.80435,324.23016,315.49576,309.29163,295.4135,266.74496,256.85812,230.82336,221.20966,193.93352,213.62335,178.6463,196.03117,219.55327,217.43028,227.24223,268.0897,268.927,285.23715,314.15207,324.19434,322.9701,352.59802,345.1817,334.87973,323.7088,312.926,300.09796,289.06992,275.35635
420.85931396484375,414.30896,427.82587,452.89758,517.56256,537.8265,628.6445,654.6841,702.25085,769.56714,788.0356,796.998,803.9989,773.31366,779.3862,738.2813,669.75085,664.5761,597.11487,550.7865,491.23846,481.9677,431.59128,430.12363,424.4881,420.38055,432.99646,462.13153,535.7336,548.7124,595.37036,668.23627,693.75323,756.975,767.7355,806.47144,802.5119,768.0499,759.74097,732.4547,693.81134,649.65094,601.10315,539.2995,491.70337,453.1186,435.90298,421.58084
2374.59814453125,2209.5642,2113.6802,2087.7607,2016.5656,1947.3943,1819.908,1859.7805,1855.4458,1910.211,1954.6663,1960.3926,2083.1108,2177.074,2244.118,2382.2202,2347.2095,2358.2224,2487.9358,2460.8032,2473.9023,2434.99,2431.824,2383.6292,2390.6758,2277.4026,2150.7324,2058.4077,1979.5507,1948.121,1852.3683,1839.3999,1903.3281,1880.1647,1971.4073,2001.4227,2065.8416,2152.9114,2180.5894,2323.445,2405.2686,2424.7249,2452.572,2465.568,2502.123,2504.1501,2395.5046,2392.614
17130.42578125,15603.88,14175.031,14535.912,15253.477,14439.7295,14336.173,14364.73,15516.685,16643.326,17335.033,16754.865,18724.416,19290.715,20151.633,20080.54,19683.914,20323.873,21110.314,21048.492,19355.2,19554.871,18523.012,17543.35,18103.705,15936.24,15883.109,13685.88,15556.896,13733.115,14188.821,15111.542,15286.127,15007.342,18035.12,18008.502,18103.92,18967.04,19244.79,19920.773,21304.035,20969.06,20797.6,19943.117,19835.076,18565.398,18072.354,18205.977
1812.20654296875,1676.703,1539.1954,1524.056,1564.5793,1491.9363,1514.5637,1477.7509,1605.6392,1803.8918,1862.1951,1877.5404,2058.445,2183.0093,2210.42,2300.7043,2255.5295,2257.6355,2353.721,2260.9116,2200.627,2164.658,2028.2522,1945.0254,1846.4396,1717.757,1626.0441,1489.6627,1550.2263,1442.8184,1488.7434,1551.002,1587.7307,1657.9856,1879.6151,1936.0892,2039.043,2173.4275,2223.1533,2259.6978,2393.5564,2357.3977,2338.1716,2234.2825,2229.093,2100.343,1999.3441,1925.8517
4287.47216796875,3816.05,3581.395,3382.1277,3311.402,3007.1455,2804.3132,2779.1812,2840.1455,2924.88,3039.2715,3091.1865,3368.7668,3544.2727,3782.0256,4054.6924,4217.975,4326.1577,4505.2705,4548.334,4449.2095,4608.839,4408.299,4204.045,4160.923,3899.0667,3645.015,3245.121,3356.9514,2917.6414,2853.9282,2841.3096,2915.9858,2866.8704,3125.516,3138.8262,3339.2407,3558.864,3686.8687,3912.47,4356.0405,4399.8867,4504.8125,4485.971,4654.367,4458.7188,4525.691,4277.383
4955.7333984375,4575.9727,4070.2798,4216.252,4235.335,4113.7866,4009.9485,4086.8545,4477.3853,4745.067,5033.965,4917.4346,5498.427,5682.0815,5926.457,6037.238,6079.751,6124.054,6218.322,6066.0576,5850.457,5855.7964,5355.0117,5176.804,5044.616,4767.6777,4499.3877,4025.7385,4322.5264,3932.0752,4153.6475,4171.248,4456.0645,4461.5986,5022.7,5092.15,5323.549,5692.769,5807.909,5866.1953,6302.2803,6298.453,6224.123,6026.4355,5878.2495,5635.2715,5335.0063,5220.119
108688.5859375,99614.26,91489.555,92968.41,94840.41,90923.82,90163.78,90086.47,97578.414,103493.05,108853.83,107135.62,117723.46,122381.516,127485.72,128933.72,129044.984,129537.89,134420.23,130678.45,126599.914,125809.45,118769.8,113480.734,111470.54,103098.42,99079.91,89567.125,94984.984,86854.83,91060.66,93126.41,96530.47,96286.06,110202.54,111550.695,115245.91,121781.0,123742.016,127410.21,134226.08,133693.95,133253.42,128585.88,126819.8,121208.66,116957.055,114946.08
102327.9375,93871.94,85167.69,86593.41,87197.15,83032.48,81570.36,81756.06,89115.09,92587.56,98119.32,97271.2,106721.79,110613.31,115025.62,118650.12,119349.87,119546.72,122375.5,120647.234,117698.586,117163.45,110859.26,105877.96,103125.03,97063.27,92528.24,83930.53,88026.56,79587.39,83253.164,84373.52,88681.34,88556.11,98943.02,100014.66,103745.92,109989.86,112363.58,115314.24,122461.31,122411.555,122604.67,119116.32,117393.08,113585.17,110146.336,106749.45
94379.578125,86659.93,78717.99,80050.086,80713.04,76773.31,75504.69,75641.055,82331.875,85483.04,90468.19,89678.1,98249.91,101840.89,105791.55,109063.74,109660.19,109875.52,112480.766,110992.766,108306.05,107783.44,102154.445,97574.63,95122.45,89514.04,85499.3,77581.984,81426.42,73609.76,76950.234,78056.74,81885.21,81730.84,91284.17,92227.43,95523.945,101166.23,103327.53,106066.695,112525.39,112450.87,112684.62,109449.37,107933.84,104502.22,101421.31,98411.695
5942.685546875,5382.137,5111.7314,4841.1504,4707.94,4297.3945,4039.8523,3933.4277,3917.2861,4042.691,4091.419,4243.634,4496.402,4750.324,5039.7466,5411.7124,5727.7812,5822.3857,6101.853,6084.1167,6143.7637,6314.017,6132.8545,5960.0093,5861.9736,5524.1025,5166.6475,4799.4355,4659.523,4336.344,4099.87,3987.8125,4106.7656,3961.4624,4191.385,4187.9395,4523.162,4805.2065,4937.894,5329.3857,5799.4346,5861.26,5992.7417,6249.758,6352.216,6134.6196,6204.5483,5990.4194
44425.8203125,41305.41,38799.27,38158.71,37579.76,35400.273,33312.867,33514.6,33534.05,34945.918,35468.89,35941.51,38660.19,40303.203,41682.582,44041.906,44392.91,44637.676,47015.434,47205.492,47192.63,47007.883,45824.516,44904.1,44615.98,42021.402,39962.24,37120.867,37155.043,34786.324,33739.48,33106.78,34287.05,33936.977,36135.18,36345.184,38495.39,39978.074,40504.63,43129.434,46079.496,45812.5,46984.844,46982.473,47630.773,46715.434,45666.855,44893.04
1269.8421630859375,1223.437,1167.3423,1190.0214,1131.5278,1119.7303,1077.762,1102.116,1123.1794,1123.1722,1171.9784,1174.0741,1238.991,1263.6329,1306.4487,1371.5747,1337.5667,1318.521,1372.4851,1364.0735,1367.1996,1321.23,1320.0668,1292.1046,1300.7588,1262.482,1197.8337,1166.9812,1126.9812,1120.6003,1094.6239,1063.9827,1121.1611,1128.6128,1163.0276,1177.6888,1213.4379,1270.043,1249.2532,1326.9099,1346.8154,1364.934,1384.3489,1365.5792,1362.1278,1375.0502,1285.3969,1291.4596
22783.00390625,20864.65,18862.43,19439.969,20021.371,19009.398,19042.307,18906.693,20526.467,22032.488,23190.016,22445.426,24959.16,26017.914,26855.715,27227.607,26745.705,27048.363,28210.328,27770.014,26392.441,26195.25,24712.723,23682.354,23645.795,21493.969,20907.088,18452.838,20228.908,18243.887,18960.979,19644.102,20242.86,20210.402,23581.123,23841.03,24351.463,25650.04,25994.15,26840.572,28374.262,28002.855,28060.506,26737.713,26556.941,25232.873,24082.695,24085.621
1942.00927734375,1778.7635,1640.5327,1626.4697,1689.0757,1559.2981,1469.2981,1455.1531,1560.5491,1701.5657,1655.5,1678.0264,1878.7758,1954.865,1961.919,2018.6504,1945.2451,2039.0438,2226.9058,2179.9338,2057.794,2102.8406,2085.2288,1936.5471,2041.3151,1808.844,1776.0576,1544.9323,1621.2008,1460.9229,1466.5625,1499.0496,1606.1157,1471.9093,1791.7323,1703.9398,1759.4331,1920.4095,1908.6023,2026.5288,2205.95,2104.347,2191.5117,2082.8704,2230.8513,2054.9226,2007.3961,2015.4177
2825.47607421875,2475.555,2365.5415,2238.2754,2285.3198,2149.952,1845.0625,1920.1084,1843.2721,2105.3394,2030.0183,2015.2954,2233.1506,2403.1382,2477.8513,2571.4937,2571.8696,2693.5417,2914.5007,2945.7524,2816.1729,2851.6665,2806.3157,2765.989,2784.7722,2535.8096,2439.9043,2098.562,2252.3245,2014.5857,1887.1006,1914.5825,1919.2434,1867.4441,2137.4016,2136.7837,2247.433,2304.766,2406.2654,2579.1057,2834.068,2798.9307,2832.4048,2805.9202,2936.9316,2851.413,2786.0452,2777.1357
108611.3828125,99541.9,91426.34,92899.55,94771.66,90857.53,90096.27,90017.25,97509.125,103417.6,108777.67,107055.62,117639.984,122290.85,127399.98,128842.55,128955.734,129448.266,134332.06,130592.55,126510.71,125718.85,118687.5,113404.45,111395.586,103022.3,99009.3,89496.81,94917.37,86790.086,90992.16,93058.02,96460.93,96213.664,110125.53,111470.91,115163.734,121692.06,123652.78,127318.08,134129.88,133601.78,133161.3,128497.664,126733.95,121119.55,116877.08,114865.21
1997.2713623046875,1850.5449,1724.1738,1707.5717,1655.2507,1587.4221,1573.0757,1552.777,1682.208,1628.6406,1751.3212,1785.2123,1897.6508,1924.735,2043.1893,2151.2175,2206.61,2172.982,2222.1404,2179.226,2226.9702,2214.4397,2109.9907,2004.8552,1968.6565,1936.3562,1805.4987,1696.1241,1670.4336,1539.9293,1614.6614,1550.8652,1674.3071,1661.0559,1751.8195,1798.7065,1847.9698,1952.1031,2008.675,2085.9521,2219.6448,2232.0708,2221.3247,2226.3506,2199.2073,2159.2039,2153.9062,2057.4368
3455.369873046875,3150.0698,3006.4006,2949.0933,2944.7114,2830.7866,2541.1626,2594.5398,2574.9392,2806.6843,2761.393,2766.7876,3042.42,3162.0767,3303.4001,3367.6736,3449.413,3459.3281,3665.7444,3683.4216,3651.9094,3664.4424,3589.3835,3528.7659,3485.3057,3244.8818,3080.9993,2808.676,2948.2551,2642.6045,2583.9204,2587.0923,2630.5095,2560.6423,2880.0593,2857.186,3033.3188,3102.522,3229.7402,3377.048,3618.6606,3613.0576,3664.1182,3582.5002,3639.2605,3607.7708,3517.645,3504.5728
3457.15576171875,3213.0256,2855.882,2872.2317,2919.6729,2750.0093,2755.7566,2781.4949,2954.1338,3254.9812,3400.7363,3494.917,3813.8342,3984.0728,4142.4907,4324.0044,4390.7007,4317.294,4478.34,4353.6865,4242.066,4122.899,3841.6587,3760.8403,3556.9531,3274.285,3111.0923,2827.2688,2907.0737,2701.4863,2800.688,2806.8057,2984.0564,3044.5916,3425.7324,3517.3618,3769.8147,3944.224,4029.7568,4191.497,4452.6655,4443.7466,4466.539,4381.001,4243.5835,4016.0479,3802.0154,3627.413
3260.4013671875,3050.9817,2714.2986,2778.1858,2814.6565,2682.817,2668.6802,2729.3508,2879.37,3141.0637,3289.5276,3331.3987,3641.6235,3829.9836,3959.3674,4123.5005,4159.5327,4107.0283,4225.0396,4112.503,4012.3079,3911.4524,3616.5493,3538.8667,3352.4663,3146.119,2989.965,2691.005,2818.0676,2630.4397,2723.7688,2719.0178,2866.4326,2937.8079,3290.5552,3402.2944,3628.1006,3792.0898,3841.504,3990.4565,4217.5127,4219.636,4206.154,4107.628,3978.6187,3806.3726,3553.893,3440.2563
1069.314453125,1006.6518,938.2184,920.32715,928.03107,895.88116,824.1997,841.1793,849.03864,902.994,917.4824,909.90674,993.4926,1031.5507,1072.671,1098.3706,1114.6243,1116.3523,1158.7618,1178.7026,1159.6936,1152.015,1113.5894,1074.2501,1074.5444,1023.3692,974.0995,891.8052,937.92633,831.3351,839.03894,833.1842,870.56445,859.4709,943.71356,931.48944,984.8595,1025.1138,1043.5242,1077.0847,1172.989,1163.0288,1172.7079,1144.1329,1162.5887,1131.1216,1103.3845,1092.7474
34190.84375,31208.707,28868.57,28931.596,29211.906,28082.348,27707.828,28092.06,29987.7,31709.92,33617.18,33683.355,36938.19,38225.895,39956.977,41271.65,41708.637,41033.516,42415.71,41057.75,40447.77,39754.08,37475.676,35883.44,34306.28,32477.299,30657.236,28543.764,29245.215,26964.684,28438.809,28846.738,30053.54,30340.51,33727.566,34551.32,36395.92,38160.508,39094.54,40077.16,42277.23,42684.258,41817.91,41216.117,39935.496,38658.35,37296.29,35852.45
139.5213165283203,127.11165,123.503876,112.74867,118.945114,116.3275,112.09476,114.092285,129.83327,152.4447,163.5543,168.83669,189.14676,200.05965,210.31873,220.04953,216.92839,212.09315,220.43076,205.02438,196.05235,189.82944,179.77538,161.59474,148.37955,133.3881,121.62044,109.76205,115.89992,104.91168,109.62422,123.21966,124.980865,137.77278,166.90317,172.15962,191.35368,206.03275,210.21179,214.26161,226.60431,221.96808,220.40152,202.464,201.7443,185.37924,172.49315,157.7566
33539.046875,30648.781,28350.705,28443.309,28708.977,27610.918,27239.406,27626.8,29467.695,31143.78,33005.02,33058.61,36242.082,37495.355,39182.477,40458.375,40877.125,40224.586,41570.617,40249.305,39650.508,38962.75,36742.906,35190.41,33675.594,31883.72,30112.176,28047.34,28735.61,26523.572,27956.643,28352.375,29535.182,29794.191,33114.79,33909.43,35710.64,37424.27,38318.637,39287.816,41432.188,41826.285,40983.223,40384.582,39145.875,37898.664,36552.703,35153.117
5137.2724609375,4637.2837,4406.1914,4244.75,4059.9182,3680.9941,3564.2744,3472.3896,3577.7554,3448.0999,3674.8486,3805.622,3994.5637,4133.1777,4494.9067,4765.1357,5113.76,5102.1826,5388.276,5372.838,5470.137,5535.8164,5332.7104,5178.2983,5036.783,4816.6646,4496.9297,4147.034,4083.703,3728.9275,3670.3179,3408.38,3604.038,3480.5913,3689.6155,3722.5542,3994.252,4167.43,4313.072,4641.5303,5095.2954,5138.6294,5293.7656,5460.231,5570.2017,5295.323,5439.123,5201.362
17296.85546875,15865.07,14938.893,14546.063,13936.233,12914.197,12511.511,12230.119,12883.825,12353.891,13182.222,13486.334,14219.36,14602.825,15751.818,16584.334,17535.08,17448.262,18221.084,18231.988,18454.486,18655.746,17934.377,17292.158,17108.758,16392.117,15306.867,14281.33,14071.952,12871.934,12899.162,12102.357,12885.332,12533.437,13228.782,13353.82,14088.061,14782.2705,15191.261,16160.116,17625.607,17725.824,18130.852,18492.28,18705.693,17951.375,18415.293,17637.07
36597.13671875,33898.965,31033.076,31124.734,30351.24,29106.213,28305.043,28202.45,30343.09,30627.84,32918.65,33302.918,35924.42,36877.473,38906.918,40998.082,41674.76,41316.145,42545.51,41949.758,41403.53,41396.195,39260.81,37454.984,36662.156,35093.21,32856.316,30423.484,30577.514,28395.824,29362.426,28619.973,30510.207,30352.959,32979.562,33527.633,35303.582,37242.98,37861.4,39436.69,42338.418,42501.953,42521.42,42082.16,41928.094,40210.547,39795.332,37582.72
382.5563049316406,324.97638,298.11502,301.21182,311.12256,290.86035,289.14062,299.18896,332.06024,359.3063,386.9907,381.03168,435.9162,449.8957,486.44287,486.98096,493.03305,496.65167,510.11877,479.72217,467.57184,464.7166,434.56265,397.46295,388.71188,355.67044,328.10892,292.2461,312.21902,275.62976,295.73215,321.24384,334.92706,329.47418,395.0493,403.7273,414.3731,449.16602,470.14612,472.63837,506.0161,515.99786,492.7753,481.53958,464.41953,444.41437,422.9958,413.6267
2373.300048828125,2179.0176,2052.6895,2071.7817,2122.2715,2130.1687,2103.5,2132.837,2268.6118,2501.3066,2593.7886,2601.6318,2805.1926,2953.4893,2996.0537,3042.945,2980.6067,2851.7937,3077.4888,2852.224,2842.5452,2782.854,2633.2224,2541.2334,2418.0278,2340.5466,2128.9924,2151.212,2095.0337,2066.549,2131.6882,2142.0994,2302.6753,2353.455,2602.038,2630.9827,2805.3013,2940.5996,2963.8105,3004.004,3119.8787,3072.507,2989.062,2952.066,2843.7305,2678.7703,2549.2922,2569.6106
2068.006103515625,2014.3821,1852.8708,1831.4662,1703.927,1585.6581,1579.8406,1548.3268,1673.3234,1511.6329,1685.2003,1728.1698,1805.6343,1837.3693,1974.5461,2093.7031,2185.0579,2142.6094,2262.275,2257.993,2307.7922,2309.6165,2152.5999,2085.921,2099.854,2029.1938,1884.1382,1741.48,1725.3191,1619.7803,1645.9958,1461.7012,1597.9575,1585.6746,1634.1385,1705.9098,1800.0101,1905.3759,1929.9612,2021.37,2241.6853,2233.6394,2271.9233,2288.5837,2343.5247,2198.1028,2305.2632,2171.0928
