V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
9023.80859375,9023.651,9026.076,9024.452,9011.851,9015.704,9033.0205,9033.087,9022.313,9001.158,9030.371,9024.418,9040.895
9984.1806640625,10256.395,10951.329,10522.238,10256.334,10226.844,10458.548,10363.754,9995.361,10098.064,10347.153,10327.66,10127.254
7066.7724609375,7081.3955,7040.902,7055.758,7030.5444,7048.397,7000.3833,7007.3677,7033.058,6998.7036,7015.1255,7051.4844,7094.393
5998.04345703125,6072.3184,6149.7676,6131.585,6030.9546,6041.8857,6100.8213,6078.175,6013.7715,6006.0522,6074.182,6127.9233,6096.1255
13501.484375,12832.907,13051.866,13350.267,13753.918,13134.676,13177.4375,13477.115,13954.849,13707.967,13500.561,13308.92,13942.599
18915.267578125,18110.615,18380.76,18754.33,19207.45,18498.379,18524.184,18899.908,19458.436,19159.346,18924.662,18722.605,19438.012
7360.708984375,7445.4346,7450.6626,7298.7056,7303.797,7368.054,7443.6616,7393.313,7277.0684,7369.423,7381.114,7384.4067,7294.4624
13369.6416015625,13323.204,13324.223,13316.73,13293.837,13362.837,13307.186,13360.312,13326.478,13380.64,13233.214,13314.433,13422.158
6926.52734375,6918.177,6935.841,6958.43,6945.0107,6892.5117,6881.442,6916.553,6945.391,6931.5635,6941.3315,6948.559,6929.287
6939.3134765625,6924.3086,6937.2954,6960.8447,6942.24,6892.7637,6895.536,6919.8374,6954.593,6923.0522,6942.8867,6955.6255,6911.0376
2618.897216796875,2614.1401,2617.734,2614.5093,2618.6145,2615.2551,2607.8145,2612.4465,2621.7478,2626.2717,2617.9612,2619.2986,2623.6414
1931.3092041015625,1971.4425,1948.4865,1976.2933,1971.6974,2005.113,1973.4872,1956.442,1950.7233,1971.2109,1958.5044,1971.4412,1907.8628
1931.364013671875,1971.4302,1948.5345,1976.2921,1971.6316,2005.0908,1973.3811,1956.388,1950.6417,1971.1792,1958.4507,1971.3977,1907.7869
1931.3092041015625,1971.4425,1948.4865,1976.2933,1971.6974,2005.113,1973.4872,1956.442,1950.7233,1971.2109,1958.5044,1971.4412,1907.8628
4616.5673828125,4571.3745,4583.757,4779.3594,4406.637,4326.0996,4247.3525,4343.278,3988.1755,3832.6382,3939.4336,4292.4053,4326.157
24050.38671875,24000.275,23854.992,23856.39,23844.688,24267.363,24258.68,23970.156,23956.406,24100.47,24290.045,23912.14,24143.533
490.726318359375,466.30664,522.0576,542.8285,459.00415,461.0657,487.77045,531.6903,500.6991,509.85687,556.7258,548.6444,543.1365
3792.884765625,3952.749,4149.3853,3993.2292,3800.461,3916.4424,3953.1912,3884.6328,3759.8674,3609.6868,4129.717,4182.268,3900.4294
3756.04150390625,3951.3376,3915.8562,3804.3184,3720.6846,3863.071,3885.9265,3822.7283,3663.3713,3589.3806,3878.3796,3971.3992,3638.8506
1372.9249267578125,1322.2592,1370.3397,1407.5447,1318.489,1267.5166,1180.629,1270.7993,1250.9089,1245.7384,1133.7318,1208.0684,1188.2518
1500.90576171875,1476.8074,1529.9614,1550.1412,1450.0076,1375.0991,1306.5371,1391.6979,1343.5242,1303.5752,1228.1354,1308.8695,1272.1505
24584.9609375,24713.22,24388.81,24379.076,24425.182,24666.867,24703.861,24428.816,24430.2,24481.154,24677.143,24466.28,24677.658
4424.20751953125,4428.686,4425.34,4422.107,4422.3667,4423.3687,4424.2495,4422.4688,4422.655,4423.6333,4426.0327,4428.0693,4422.6704
5952.25830078125,5829.091,5946.4854,5778.8906,5784.873,5766.448,5718.1675,5699.912,5706.957,5759.79,5591.9395,5577.663,5740.2617
5951.44384765625,5836.192,5952.051,5788.333,5790.6284,5771.571,5732.822,5719.491,5729.6143,5775.046,5621.681,5598.3125,5762.066
17273.181640625,17225.887,17232.02,17136.162,17256.775,17368.066,17391.271,17335.252,17296.102,17429.545,17306.445,17187.104,17342.242
17251.533203125,17201.033,17214.451,17129.963,17237.135,17358.998,17370.799,17325.92,17280.6,17417.059,17289.527,17179.053,17342.076
1087.3656005859375,1087.7749,1088.0383,1085.9957,1086.1183,1086.4349,1088.1102,1087.3058,1085.7336,1087.3198,1087.6667,1086.6998,1086.0264
12047.041015625,11997.989,11967.785,11976.516,12026.327,12019.795,12006.996,11984.883,12056.233,12048.62,12043.502,11989.719,12040.862
1204.7882080078125,1233.6298,1251.3918,1227.1791,1221.3488,1221.9973,1238.9863,1235.8892,1212.2472,1220.8966,1240.2134,1237.2719,1220.4868
1843.88134765625,1855.218,1883.8872,1868.081,1869.9877,1860.0856,1858.6436,1865.5568,1848.795,1863.4448,1868.985,1863.1005,1858.087
19647.701171875,19790.598,20097.355,19907.459,19924.287,19831.48,19824.031,19887.951,19700.82,19866.504,19936.088,19873.5,19809.748
23152.14453125,23453.01,23146.29,23011.695,23048.898,23125.73,23194.924,23074.596,23039.234,23823.844,23648.797,23107.246,23133.33
1742.768798828125,1736.0667,1732.7013,1726.6957,1736.5703,1739.9028,1736.4906,1728.9413,1735.4606,1738.9728,1732.5688,1724.0526,1732.8376
1830.2969970703125,1832.0543,1849.5928,1850.5564,1843.9883,1847.5754,1856.1249,1847.3224,1814.4243,1817.1729,1819.7534,1822.882,1812.319
1686.4248046875,1664.5947,1675.7747,1661.9736,1684.6417,1677.5818,1655.4513,1639.7751,1584.3894,1598.5012,1585.2834,1586.8345,1597.2219
11335.9990234375,11302.69,11254.44,11221.356,11268.995,11280.558,11277.512,11244.374,11260.316,11311.792,11260.806,11208.455,11220.358
457.81805419921875,474.11172,499.5981,489.81458,482.26468,473.6173,478.45947,483.30057,469.62717,483.12393,485.83514,483.44803,477.05832
593.46435546875,610.98456,639.1497,629.09296,622.0775,611.68207,614.9539,622.4598,607.0673,621.52313,622.05756,619.8672,616.0775
15124.1015625,15109.789,15119.895,15188.259,15099.443,15123.701,15056.707,15170.883,15145.595,15229.875,15227.353,15258.982,15208.586
11372.3408203125,11426.991,11345.847,11305.755,11317.725,11343.674,11385.627,11351.831,11328.697,11359.151,11414.366,11365.757,11324.174
9823.2138671875,9776.862,9739.426,9683.947,9741.16,9743.038,9727.475,9691.941,9698.607,9747.051,9689.461,9622.682,9655.366
15916.1826171875,15792.837,15779.8955,15758.739,15853.029,15772.268,15786.761,15712.329,15870.827,15796.169,15767.3125,15649.279,15770.369
4096.77099609375,4064.9736,3985.1921,3955.6418,4050.3425,4050.7827,4040.2112,3982.0142,4060.233,4078.4587,4066.756,3965.1262,3998.6167
1038.3851318359375,1042.6078,1035.6487,1041.423,1043.5458,1043.3268,1036.266,1039.6003,1040.4014,1045.014,1046.6708,1044.5802,1035.3849
9192.9375,9193.071,9183.441,9165.809,9181.022,9194.733,9187.794,9166.667,9176.49,9183.028,9179.353,9167.11,9181.613
2156.840576171875,2150.3855,2146.5957,2141.5266,2150.9744,2153.974,2150.6167,2143.6418,2150.2793,2153.5579,2148.3218,2139.9258,2147.637
23952.29296875,23897.299,24002.955,23892.918,23980.37,23968.246,23912.291,23813.11,23837.486,23841.715,23743.916,23722.156,23825.844
15981.8818359375,15964.652,15943.072,15888.4795,15928.09,15947.45,15937.373,15910.044,15902.269,15963.092,15931.576,15855.734,15881.281
14222.9150390625,14208.797,14183.132,14138.223,14179.321,14189.13,14186.934,14154.091,14152.066,14211.817,14181.095,14105.861,14127.826
7309.0888671875,7313.646,7363.9546,7320.9854,7330.805,7313.1504,7309.045,7286.1377,7280.402,7274.4307,7255.336,7259.2544,7292.1514
1073.348876953125,1073.7036,1073.9574,1072.1472,1072.119,1072.4866,1074.1776,1073.4014,1071.9132,1073.421,1073.8865,1072.9249,1072.1132
9526.630859375,9485.867,9471.207,9465.443,9513.172,9506.001,9504.17,9481.615,9539.02,9536.936,9525.432,9476.365,9519.51
734.3319091796875,743.6765,758.3983,749.781,750.02484,736.3496,744.41486,753.8304,741.7488,736.73724,756.3922,757.98834,748.88544
10489.833984375,10494.402,10562.461,10541.5205,10506.038,10546.232,10558.67,10545.444,10479.52,10469.97,10560.1455,10539.712,10518.053
11214.787109375,11237.777,11307.05,11286.26,11235.103,11271.436,11287.64,11279.682,11203.136,11182.713,11297.019,11288.81,11246.8125
14716.8271484375,14859.472,14471.115,14330.964,14489.397,14647.331,14632.193,14447.102,14432.53,14983.971,14747.895,14382.331,14254.424
7088.0546875,7057.186,7073.814,7060.2954,7074.658,7090.688,7078.4497,7063.3027,7087.9517,7096.6846,7056.2393,7033.2754,7103.7603
1742.031494140625,1735.3011,1731.9469,1725.8936,1735.7839,1739.1018,1735.6155,1728.0159,1734.5746,1738.0764,1731.6335,1723.0894,1731.9498
1033.6636962890625,1039.3026,1054.1172,1048.5762,1048.2623,1048.724,1058.1573,1050.2378,1020.2291,1029.8009,1034.1019,1027.5223,1021.08563
910.6087646484375,892.4393,907.1628,887.83887,904.8798,901.81683,890.42737,875.0276,828.55585,843.73926,827.9387,826.1965,833.44434
10396.45703125,10351.848,10313.671,10267.932,10326.594,10337.588,10325.82,10291.869,10306.072,10355.264,10300.206,10246.633,10268.526
354.88525390625,364.10822,379.924,376.38864,363.88525,360.42044,366.3988,371.35498,359.65158,357.7362,372.19058,377.2893,368.3739
461.279541015625,470.05063,487.13663,483.9146,470.47946,466.79086,473.03952,476.94418,464.9934,463.8868,476.85538,481.6989,475.14377
8501.6806640625,8496.647,8489.52,8481.596,8482.311,8483.814,8460.479,8504.457,8487.665,8543.071,8525.91,8528.578,8535.669
10838.134765625,10893.728,10831.31,10766.498,10804.206,10844.975,10888.271,10839.861,10815.115,10850.993,10883.44,10846.401,10799.595
9547.12890625,9500.693,9464.208,9414.973,9476.494,9484.877,9469.522,9431.042,9443.492,9490.121,9434.569,9379.556,9405.784
11072.1103515625,10917.382,10872.933,10908.031,10983.343,10919.747,10949.2295,10914.679,11074.017,10964.241,10931.223,10875.456,11006.095
3618.749267578125,3570.194,3492.405,3454.9946,3588.422,3566.018,3550.7356,3502.4392,3559.2896,3608.3467,3561.0325,3466.0864,3495.2017
1018.404052734375,1023.6266,1016.6367,1022.0212,1023.82825,1024.2976,1017.51025,1019.99927,1020.72485,1026.401,1027.0615,1024.0667,1015.227
8190.671875,8190.684,8181.225,8169.676,8180.415,8190.19,8184.795,8166.0747,8171.851,8176.3765,8168.767,8165.7593,8174.542
2155.700927734375,2149.2297,2145.444,2140.3242,2149.7913,2152.7668,2149.3555,2142.3337,2149.0107,2152.2783,2147.0059,2138.5803,2146.3682
22662.044921875,22600.293,22683.504,22592.043,22666.451,22643.451,22589.645,22496.654,22515.758,22522.328,22435.229,22415.871,22495.434
13862.505859375,13825.388,13795.7705,13748.039,13817.138,13837.078,13821.857,13783.754,13801.789,13854.984,13807.293,13748.111,13772.708
12100.921875,12061.895,12029.202,11986.555,12051.38,12065.894,12051.251,12016.574,12035.925,12087.68,12045.12,11984.197,12003.992
6152.7705078125,6148.642,6171.8247,6151.3784,6145.572,6110.6416,6106.941,6090.2554,6083.9155,6073.3794,6072.941,6083.431,6076.209
6368.99853515625,6321.107,6357.4907,6262.7324,6268.7124,6286.874,6297.153,6277.6963,6227.037,6293.738,6145.0615,6184.8013,6277.3545
7052.86376953125,7029.9814,7018.5444,7016.0063,7041.3438,7033.032,7028.4365,7018.1216,7048.7666,7042.44,7034.3975,7016.711,7032.8877
357.7236328125,367.4073,381.8118,375.4486,371.13052,360.58118,369.09384,375.12518,365.99,364.063,373.88382,376.49512,375.52722
7862.45849609375,7859.6655,7900.7334,7874.2686,7874.344,7896.1406,7901.3813,7882.6426,7821.6577,7832.3667,7884.783,7853.222,7828.3574
8212.998046875,8220.717,8268.894,8241.961,8222.329,8245.833,8256.652,8246.6455,8172.55,8176.288,8242.495,8224.718,8189.37
11006.9658203125,11232.198,10901.311,10834.742,10937.972,11009.823,11003.497,10853.614,10868.302,11323.486,11203.607,10880.914,10771.715
5428.47607421875,5404.5107,5417.237,5400.44,5412.7886,5425.132,5414.3154,5401.2983,5419.138,5429.9707,5395.395,5378.7188,5436.351
11330.5556640625,11295.315,11271.258,11223.611,11284.63,11309.071,11282.239,11237.436,11271.045,11291.0205,11256.014,11205.352,11261.456
1009.4252319335938,1014.87115,1029.4476,1024.2422,1023.5537,1023.9281,1033.7164,1025.7217,995.875,1005.5142,1009.2626,1003.6016,996.9919
8901.30859375,8720.481,8866.83,8671.772,8838.47,8812.694,8701.643,8547.608,8081.088,8229.264,8069.2725,8059.1353,8126.372
6729.99267578125,6703.876,6673.574,6646.917,6684.0737,6691.395,6683.4756,6660.558,6674.0776,6709.934,6677.1,6641.8193,6648.8438
127.92916870117188,127.17313,128.62193,131.83194,129.57822,127.37184,128.90907,129.08049,130.87994,124.601906,133.53967,130.81378,134.43692
226.70269775390625,226.30295,228.96605,231.53299,228.2932,224.60355,227.24084,226.5908,228.6553,224.60898,229.6082,227.91876,232.94136
4430.82958984375,4430.74,4428.2544,4432.463,4422.842,4420.225,4392.9453,4452.7974,4431.614,4483.1143,4481.1367,4483.1006,4484.245
8045.685546875,8095.614,8027.519,7974.7324,8017.1616,8052.979,8070.4355,8035.153,8030.1333,8061.6836,8083.5557,8052.9946,8002.675
6285.748046875,6255.9917,6227.824,6194.554,6236.995,6240.444,6230.0825,6202.914,6213.9136,6246.848,6213.8276,6176.0386,6187.7686
8535.5693359375,8430.909,8354.503,8393.874,8459.697,8401.542,8416.39,8398.159,8487.771,8406.144,8371.739,8361.122,8438.502
2967.33203125,2929.8044,2851.5203,2822.3127,2944.9312,2928.1868,2896.4888,2856.6438,2922.932,2963.3257,2917.78,2831.6077,2853.8499
8707.9150390625,8762.868,8696.573,8735.327,8755.855,8754.775,8694.538,8707.011,8720.059,8776.973,8786.099,8747.667,8672.725
4600.0400390625,4586.8013,4596.613,4577.853,4578.5693,4584.7456,4570.0786,4552.7793,4543.689,4547.442,4530.9976,4534.641,4545.6045
5459.99462890625,5456.2007,5448.916,5440.031,5444.603,5449.3315,5440.8315,5427.902,5427.8687,5430.6836,5426.6167,5427.3027,5427.2524
1427.6661376953125,1424.9264,1421.6991,1418.5682,1424.0317,1425.5455,1423.4373,1419.3589,1423.0266,1424.364,1422.4661,1417.6489,1421.9039
16584.48828125,16515.398,16617.416,16522.13,16587.05,16568.004,16514.537,16421.053,16432.342,16432.67,16333.619,16321.959,16420.428
9239.8232421875,9216.127,9187.178,9159.364,9203.071,9217.943,9205.756,9180.697,9191.184,9230.295,9205.8545,9166.182,9172.094
8023.13232421875,8000.0645,7969.491,7943.4263,7988.712,7996.635,7986.6025,7960.9233,7975.6484,8014.6787,7991.5244,7948.02,7953.797
12111.7099609375,12043.981,12109.242,12041.593,12104.393,12098.163,12056.379,11991.097,11996.128,12008.664,11930.256,11900.578,11978.58
4431.08349609375,4432.046,4464.2837,4430.7715,4436.2583,4408.595,4404.373,4380.9585,4384.048,4373.589,4355.062,4363.8247,4382.2007
3784.362060546875,3786.492,3787.634,3777.9294,3782.1763,3786.1746,3786.092,3784.462,3778.3499,3787.053,3787.9995,3781.735,3774.8103
24662.751953125,24475.557,24410.54,24375.121,24565.135,24541.227,24560.111,24488.586,24673.232,24734.05,24682.17,24383.174,24627.088
3772.42919921875,3749.352,3774.383,3768.2737,3803.6255,3775.417,3756.1616,3784.8623,3760.884,3731.1653,3805.1003,3805.2285,3748.2043
2622.964599609375,2621.2012,2638.006,2630.4766,2627.9895,2616.6187,2617.2207,2628.3374,2610.1418,2611.9429,2626.3386,2635.3025,2645.2776
2999.140869140625,2996.4702,3016.2288,3007.37,3008.907,2993.6565,2991.8872,3005.6309,2984.9453,2984.4258,3006.4639,3016.0554,3019.4753
3647.780517578125,3560.0747,3468.1467,3365.0046,3418.8352,3493.29,3463.244,3420.4219,3383.4192,3487.6187,3348.9058,3290.7087,3323.1443
1653.8717041015625,1648.2759,1652.0365,1654.0934,1657.6517,1660.1565,1659.1787,1656.6858,1662.3489,1661.8567,1655.048,1650.0063,1661.4775
3602.30322265625,3596.7322,3605.8384,3603.1248,3612.3757,3616.0625,3614.4858,3605.8647,3612.1252,3611.9456,3596.293,3589.5703,3610.7944
6080.9951171875,6052.3247,6040.7246,6028.6196,6068.3354,6073.3335,6067.6025,6033.5347,6066.287,6074.5815,6045.382,6012.7715,6047.268
3670.4150390625,3654.234,3646.4573,3630.7017,3649.2148,3656.35,3649.9988,3635.867,3639.4805,3652.0513,3627.9893,3612.9998,3626.667
3492.84814453125,3426.3423,3494.8516,3483.5728,3534.8694,3446.0654,3462.2988,3567.8572,3615.2205,3657.002,3586.294,3538.8906,3574.7156
2807.52490234375,2817.2468,2823.5479,2818.3533,2806.1497,2814.8052,2823.6753,2813.4038,2800.7014,2805.584,2810.9072,2804.6187,2808.5972
3261.40283203125,3245.4688,3237.3914,3222.3547,3240.149,3246.682,3240.2732,3227.5679,3230.6377,3243.1802,3220.3564,3205.376,3218.064
2500.700927734375,2473.477,2489.4534,2494.9736,2516.0598,2483.4016,2496.2336,2493.7766,2541.408,2527.6147,2525.275,2483.8887,2530.2122
6577.56005859375,6552.0474,6585.7915,6459.544,6579.7964,6598.837,6641.5527,6611.6387,6544.189,6627.47,6580.7793,6471.539,6521.3506
1474.5858154296875,1469.4432,1467.9474,1479.8647,1481.5447,1488.1567,1474.5386,1484.3593,1480.8414,1480.2991,1481.1396,1489.9182,1478.9667
2715.342529296875,2717.7393,2716.4673,2711.2622,2716.1138,2722.3367,2726.7727,2720.6582,2719.529,2722.7563,2721.135,2717.0588,2722.5269
7277.27392578125,7248.27,7237.106,7223.745,7264.4243,7270.778,7265.003,7229.4707,7263.6514,7272.042,7241.7305,7207.08,7244.8633
8808.03125,8815.467,8802.212,8801.057,8809.9795,8819.211,8808.128,8804.109,8813.423,8818.161,8821.485,8815.74,8798.311
1338.5233154296875,1341.9175,1334.5096,1330.6912,1329.5409,1331.1462,1326.1727,1319.083,1316.4545,1315.0503,1314.2384,1317.15,1322.2289
6093.03515625,6100.2896,6089.0674,6089.104,6096.1836,6098.4746,6084.6045,6083.012,6093.359,6099.786,6098.655,6090.6465,6076.2915
4620.611328125,4607.522,4603.044,4586.857,4603.4834,4611.4546,4607.3643,4596.5586,4601.3857,4614.99,4592.4067,4578.9717,4594.246
4078.594970703125,4065.3743,4059.2605,4044.336,4060.5298,4067.9546,4064.1694,4053.6377,4058.73,4071.8108,4049.7744,4037.2004,4050.069
1743.54541015625,1743.2753,1743.6461,1746.9269,1742.9805,1745.7946,1739.853,1740.0906,1740.7753,1740.0348,1741.9243,1739.8231,1728.6371
932.3133544921875,932.7489,926.1813,937.84656,930.4769,928.13245,924.2596,926.4669,934.35956,940.2511,942.75726,932.8267,930.3066
2272.79150390625,2282.1238,2239.0425,2266.493,2260.8037,2247.3162,2222.056,2206.3196,2257.094,2263.6416,2264.9531,2248.485,2226.4785
2025.7413330078125,1988.7605,1976.2424,2002.8431,2012.5309,2005.0808,1969.4956,1978.1289,2033.3179,2045.7482,1993.9021,1950.196,1966.445
