V1,V2,V3,V4,V5,V6,V7,V8
1683.2996826171875,1685.1482,1687.5946,1689.6123,1686.9305,1689.8843,1690.2412,1693.4092
3318.43310546875,3324.4355,3324.8914,3330.1948,3328.088,3336.5044,3336.281,3339.3582
1778.7916259765625,1791.3208,1811.5057,1833.8851,1849.418,1863.1786,1882.8271,1899.4885
10327.15625,10338.525,10353.503,10365.682,10349.738,10367.2295,10369.889,10388.634
1424.7198486328125,1422.0459,1407.6567,1401.0258,1404.2677,1407.0258,1408.3115,1420.7655
5954.10498046875,5991.506,6009.3823,6041.7305,6061.6123,6097.8438,6111.779,6133.043
1218.6351318359375,1226.4774,1234.2344,1242.7167,1248.406,1256.9983,1263.7668,1269.5896
1075.5869140625,1078.9132,1083.2285,1087.0404,1089.5717,1092.9343,1096.4475,1098.6399
1130.48828125,1133.9835,1138.5209,1142.527,1145.1869,1148.7208,1152.4147,1154.7186
7902.29345703125,7899.0137,7882.327,7918.9004,7903.599,7879.1904,7868.3643,7951.3276
3356.811767578125,3380.0989,3389.1865,3424.0598,3450.727,3471.2864,3486.4119,3508.55
3348.848876953125,3384.8972,3382.7402,3424.139,3450.3564,3488.5698,3489.982,3523.2458
10022.1806640625,10093.188,10155.75,10251.074,10310.32,10389.152,10436.702,10523.937
1118.817626953125,1123.3915,1124.6909,1126.18,1122.5287,1126.8326,1126.3367,1130.5435
2770.039794921875,2765.9985,2759.3452,2771.6675,2759.064,2757.4578,2746.4326,2759.0894
1062.218505859375,1062.775,1060.4696,1061.5051,1065.3099,1067.141,1060.885,1063.1901
10443.169921875,10544.525,10602.082,10719.91,10813.42,10930.756,10973.654,11081.053
6340.40966796875,6401.23,6458.1284,6541.3535,6589.622,6657.665,6691.5425,6782.46
9432.1005859375,9443.715,9463.535,9500.779,9513.126,9511.499,9525.056,9574.257
7601.0283203125,7668.4487,7728.795,7818.131,7871.6143,7944.385,7981.575,8078.2583
12045.2412109375,12039.558,12062.124,12078.478,12066.8955,12060.592,12080.436,12101.496
5937.3125,5979.467,6013.9277,6087.949,6123.7715,6169.431,6191.8555,6258.584
17958.49609375,17890.912,18318.463,18406.201,18648.0,18626.912,19057.994,18985.74
12598.724609375,12852.034,13079.696,13253.594,13578.067,13801.097,14005.189,14067.043
11724.6923828125,11836.961,11937.2705,12031.752,12118.872,12239.536,12321.242,12371.858
10416.6259765625,10543.563,10507.601,10583.693,10663.49,10823.3545,10766.324,10823.644
19418.625,19630.04,19916.553,20143.305,20379.875,20610.133,20843.176,20978.8
4094.887451171875,4039.5417,4131.1016,4100.068,4172.6406,4128.3247,4221.417,4185.836
5701.55224609375,5611.769,5760.5547,5853.364,5912.0728,5804.164,5936.9585,6006.2383
5990.03662109375,5777.1807,6106.4316,6122.289,6033.556,5826.58,6146.122,6174.844
4418.654296875,4136.8193,4347.342,4407.554,4575.071,4298.0894,4494.1875,4536.3184
6111.6005859375,6080.8027,6076.036,6064.2886,6095.1113,6056.281,6097.3984,6100.5776
1887.5137939453125,1880.1173,1892.1611,1899.9135,1897.1737,1887.6047,1893.8752,1884.6971
2294.877197265625,2267.2642,2381.6719,2330.9385,2309.713,2285.825,2403.9443,2366.6924
7556.38525390625,7754.751,7833.5435,7537.9487,7562.8027,7753.7485,7856.4097,7538.1245
985.9044189453125,998.0161,1159.7487,1238.7622,1009.6976,1018.24786,1163.3016,1266.0165
2490.73876953125,2534.5608,2529.7578,2526.4495,2516.4412,2589.9014,2559.607,2570.75
1218.136962890625,1203.0569,1220.6306,1240.9,1259.3728,1243.0527,1258.8116,1272.3698
7750.8388671875,6677.9575,7017.9287,6794.4565,7849.6895,6883.212,7168.8086,6942.3145
1488.11328125,1434.7217,1464.8818,1396.2095,1486.0808,1439.1416,1474.3884,1409.1202
1212.989013671875,1218.1425,1224.5735,1231.6147,1235.8591,1241.1842,1247.1534,1252.5269
1219.971435546875,1225.4365,1231.7347,1238.7467,1242.8096,1248.3607,1254.0011,1259.2809
1185.675537109375,1187.824,1199.3994,1208.1177,1210.967,1213.005,1224.9613,1231.1685
1223.49853515625,1229.1394,1235.7931,1241.8221,1245.4038,1251.6387,1257.7312,1261.8025
1230.073974609375,1236.6855,1244.3453,1251.2999,1256.4006,1263.5889,1270.5183,1275.4109
1230.915771484375,1237.0753,1245.5974,1252.4797,1257.3293,1263.8772,1271.7495,1276.6824
1206.169921875,1211.587,1219.1984,1225.4476,1229.6807,1235.4004,1242.3741,1246.6377
1242.3935546875,1250.3066,1259.8812,1269.7532,1273.8281,1282.5458,1291.0226,1298.0778
1244.010498046875,1254.1829,1261.0602,1270.8314,1275.9587,1288.2822,1293.7234,1301.244
1239.576171875,1242.7189,1247.392,1258.0896,1260.9618,1264.4984,1268.7904,1277.4202
1267.613037109375,1272.3085,1282.5868,1292.6887,1297.426,1299.8195,1309.5762,1318.2793
1206.0755615234375,1211.169,1217.0385,1222.329,1225.2272,1230.9526,1236.2178,1239.8932
1193.2337646484375,1198.4089,1203.7219,1208.6537,1213.1201,1218.9292,1223.4375,1226.6006
1194.9288330078125,1200.0941,1206.1353,1213.0608,1217.3712,1222.8875,1228.4294,1233.8386
1223.6500244140625,1229.293,1235.4806,1241.2852,1245.6727,1251.7156,1257.041,1260.9337
1234.853759765625,1242.2268,1251.8131,1258.2643,1262.88,1269.7307,1278.7266,1283.3842
1221.4466552734375,1227.3116,1233.8357,1242.969,1246.7001,1253.0535,1258.7908,1266.072
1191.8939208984375,1198.5798,1203.7306,1211.028,1215.2649,1222.4672,1226.6273,1232.528
1208.1990966796875,1216.0958,1223.2935,1229.1653,1232.3749,1241.1926,1247.0488,1250.6072
1290.0535888671875,1299.3783,1310.5671,1319.2285,1324.6129,1334.873,1344.301,1349.9801
1219.412109375,1224.5629,1234.0977,1239.4208,1243.445,1249.0354,1257.6609,1260.8749
1222.8629150390625,1227.0588,1232.6201,1239.1941,1243.8607,1248.6196,1253.8108,1258.3944
1228.8941650390625,1232.3352,1235.8269,1246.1306,1249.2375,1252.6775,1256.116,1264.1232
1226.69873046875,1230.6359,1235.4243,1241.4424,1245.9359,1250.6617,1254.8617,1259.1023
1175.5211181640625,1178.6544,1181.5532,1185.9701,1188.8171,1192.1464,1194.713,1198.3171
1222.7110595703125,1228.246,1235.5635,1243.091,1247.8212,1253.6337,1260.4862,1266.158
1235.878173828125,1242.0419,1249.7908,1257.2627,1262.1184,1268.3027,1275.3328,1280.8235
1210.2913818359375,1214.9729,1223.6761,1231.4385,1235.5698,1240.5486,1248.8368,1254.2427
1236.75146484375,1245.1935,1255.899,1263.4624,1267.2811,1277.3287,1286.5869,1291.2515
1264.842041015625,1271.1565,1275.5956,1286.545,1290.3514,1297.0457,1301.2627,1310.311
1234.83349609375,1239.4633,1242.4417,1251.9352,1254.8098,1259.9376,1262.7992,1270.7484
1229.349853515625,1233.6462,1236.018,1245.5618,1248.3708,1253.0492,1255.4083,1263.5974
1251.4752197265625,1256.8069,1261.8354,1268.4535,1271.6692,1277.1393,1281.7883,1286.6259
1193.6063232421875,1196.6028,1198.9374,1205.4008,1207.9471,1211.1313,1213.5574,1219.0939
1187.08349609375,1189.5884,1191.327,1197.8401,1199.8541,1202.8458,1204.5847,1210.1792
1182.24658203125,1184.5306,1186.0934,1192.773,1194.332,1196.9664,1198.4863,1204.3738
1360.8966064453125,1371.3518,1377.9758,1394.5137,1400.5195,1411.8799,1417.83,1431.1885
1702.89697265625,1713.0433,1701.7454,1725.3248,1703.038,1714.6259,1703.6602,1727.607
1685.48681640625,1684.57,1686.1102,1698.6991,1698.1039,1697.378,1701.8971,1712.8344
1624.178955078125,1616.941,1633.4177,1653.1278,1674.5325,1666.8981,1683.3639,1697.7372
1678.1251220703125,1684.4133,1687.2224,1701.1427,1709.7108,1714.5392,1717.2252,1727.2026
2405.448974609375,2413.2957,2431.0303,2458.052,2480.3452,2489.7307,2506.5422,2523.4883
1242.5810546875,1307.5391,1344.495,1410.6656,1419.5986,1461.5067,1488.6699,1541.8315
4754.79296875,4413.3345,4646.764,4783.657,4780.381,4451.6616,4708.862,4857.9126
1560.4598388671875,1608.0676,1644.5247,1641.3702,1627.6362,1656.9417,1709.4373,1745.2715
18447.484375,18593.037,18872.459,19203.902,19574.33,19761.338,20017.178,20234.906
11314.119140625,11458.4375,11457.178,11905.754,12064.422,12125.707,12413.619,12285.268
12414.8603515625,12045.237,7681.6807,11767.881,12950.317,12506.818,8731.014,12795.189
2230.2431640625,2337.356,2873.8735,2973.58,2456.6548,2329.143,2906.575,3088.7134
6727.31787109375,5886.8545,5713.2373,6153.8896,6989.0693,6215.506,6051.9316,6613.083
1278.2906494140625,1011.9816,1565.4194,888.7827,1173.5433,985.64105,1493.21,860.65393
9961.890625,10101.183,10129.068,10264.292,10387.783,10540.095,10538.661,10721.994
14204.74609375,14842.921,14956.87,15204.592,14532.552,15135.176,15157.537,15428.555
6349.10595703125,6596.3545,6493.81,6952.9487,6406.454,6603.9165,6527.612,6974.718
7134.0859375,7106.5986,7060.8936,6937.8975,6844.4287,6840.134,6680.4746,6748.036
10823.056640625,10889.092,10950.191,11049.848,11103.025,11181.799,11237.247,11313.494
1579.822998046875,1600.9204,1605.47,1635.8124,1588.8578,1636.7478,1649.3638,1728.1084
10794.154296875,10868.142,10884.295,10983.53,11031.588,11107.235,11114.842,11191.114
16629.42578125,17038.445,17649.984,18433.805,18732.164,19119.988,19729.04,20468.822
3678.3310546875,3770.5974,3907.3188,4064.0183,4155.234,4250.1895,4375.6426,4494.3525
12005.255859375,12363.289,12712.762,12792.231,12394.595,12700.26,12972.54,13122.634
9580.107421875,9643.527,9583.528,9664.8,9636.111,9704.234,9623.329,9785.462
11401.28515625,11408.684,11341.702,11436.528,11407.576,11430.383,11342.881,11562.526
16360.912109375,16737.014,16973.32,17474.58,17947.836,18411.238,18552.37,18930.967
29587.77734375,30494.982,30732.186,32046.865,32402.525,33272.266,33419.098,34471.758
24906.40234375,25525.555,26366.98,27391.066,28151.305,28824.137,29568.21,30321.79
16375.06640625,16748.031,16982.895,17482.91,17955.104,18414.826,18555.371,18932.299
4823.21142578125,4912.9385,4949.6245,4930.158,5051.074,5186.2964,5208.6533,5181.3164
10813.578125,10857.557,10844.355,10975.632,11034.63,11082.842,11065.201,11173.902
11380.20703125,11465.206,11532.373,11665.657,11745.94,11844.801,11875.378,11972.947
7943.42431640625,7855.3423,7982.478,7930.794,7995.3203,7909.65,7979.579,8009.375
11328.490234375,11134.838,11268.617,11454.506,11498.715,11318.903,11454.612,11602.8125
12658.17578125,12731.172,12952.6,12820.75,12742.598,12813.503,12981.106,12808.058
5901.90576171875,5838.344,5897.259,5853.022,5973.9375,5944.6147,5978.8105,5902.9404
7481.5947265625,7441.818,7320.929,7198.8174,7359.6025,7384.184,7231.0894,7240.1787
13244.6640625,13515.312,13684.493,14147.6,14448.918,14739.561,14955.41,15219.001
2473.6904296875,2467.9329,2463.4404,2453.1152,2453.3892,2452.214,2452.2993,2448.1538
10707.912109375,10736.451,10733.697,10782.712,10810.369,10838.626,10830.385,10877.063
11090.8486328125,11076.436,11100.115,11137.361,11223.412,11189.633,11222.149,11221.566
8112.73046875,8017.249,8020.992,8082.8765,8119.5503,8008.7754,8036.327,8069.173
1607.724853515625,1599.9005,1580.3738,1592.434,1599.8181,1589.6367,1575.5186,1566.3862
9705.5947265625,9609.007,9590.152,9661.513,9694.515,9579.834,9593.025,9614.998
9579.40625,9535.843,9558.289,9615.183,9545.933,9497.151,9543.344,9580.326
7329.9794921875,7318.02,7529.7925,7641.1313,7645.8555,7603.848,7782.292,7914.9673
5777.11474609375,5751.2983,5838.0747,5777.3384,5814.8994,5866.9624,5929.032,5913.861
2871.786865234375,2972.9985,2997.114,3040.7107,3087.815,3182.4634,3183.6226,3215.0022
496.93194580078125,474.56183,453.56317,435.64288,445.39545,424.42822,415.823,423.71356
1853.4327392578125,1733.3804,1722.779,1679.2738,1768.815,1654.6934,1674.4731,1649.1161
3786.789794921875,3785.8984,3786.637,3785.2866,3779.4417,3775.9468,3766.17,3776.3242
13640.4443359375,13737.559,13745.799,13846.681,13717.444,13848.009,13881.466,14023.519
5368.30078125,5836.272,6021.574,5759.0723,5323.9414,5798.038,5998.6885,5735.567
841.2108764648438,863.86273,858.2141,860.1658,842.2489,862.7065,860.69147,860.6945
25395.044921875,25465.998,25806.855,25705.166,25843.227,25752.816,26124.953,26122.586
11121.0703125,11191.796,11238.051,11256.749,11365.635,11451.185,11477.788,11487.527
1423.2022705078125,1428.5154,1436.7585,1426.9037,1440.03,1443.7207,1446.5697,1445.6292
12010.6826171875,12209.695,12430.698,12103.65,11813.586,12147.144,12178.241,12165.663
11399.2958984375,11464.364,11438.638,11379.766,11405.514,11427.258,11444.629,11408.503
4002.117431640625,3998.585,4063.8972,4132.1836,4201.9,4213.252,4272.093,4311.8745
1274.530517578125,1289.4254,1306.0236,1323.1421,1330.5691,1348.7058,1363.2798,1374.0583
11190.79296875,11275.234,11339.049,11433.312,11559.086,11666.918,11713.6045,11781.733
8202.134765625,8182.724,8204.038,8211.145,8210.957,8193.155,8221.441,8226.655
6838.59326171875,6819.118,6991.957,7033.2803,7115.6704,7079.3735,7241.1196,7259.3286
5009.57373046875,4999.267,5116.4053,5154.0933,5184.77,5184.5654,5303.5938,5304.2607
4349.19970703125,4307.389,4412.495,4441.528,4439.0146,4397.5986,4504.622,4529.0103
3457.76123046875,3462.9534,3466.9792,3472.6238,3474.8213,3478.8826,3484.8284,3484.9697
2258.62548828125,2320.484,2361.564,2472.0044,2521.3125,2593.3916,2629.1455,2719.2349
10029.5576171875,9827.434,9802.368,9982.549,10114.102,9980.608,9997.414,10090.464
15690.623046875,15968.967,16476.684,16655.371,17166.963,17462.799,17933.742,17979.549
6409.96484375,6565.79,6646.174,6775.546,6718.502,6882.341,6951.926,6997.4956
2301.4501953125,2312.6172,2352.192,2380.7385,2394.427,2408.081,2445.8499,2460.507
2042.284423828125,2060.4917,2096.6711,2134.0132,2133.3247,2152.8218,2187.7441,2218.007
3032.179443359375,3086.4172,3119.824,3157.8735,3223.3782,3285.2573,3312.0615,3354.751
1848.220458984375,1861.1431,1852.3828,1896.0247,1916.568,1931.9423,1918.7205,1950.0276
4439.86865234375,4454.4355,4442.116,4464.0835,4475.9985,4478.65,4488.471,4517.431
12238.4453125,12302.9795,12399.407,12622.878,12848.297,12851.31,13084.344,13225.758
7999.458984375,7986.6157,8007.7544,7981.864,7940.023,7937.994,7963.4087,7904.391
3315.54150390625,3334.5073,3410.1494,3399.253,3495.3699,3520.8853,3583.3682,3515.6565
7276.8271484375,7279.9277,7264.8774,7269.874,7272.9478,7278.419,7277.9883,7268.3247
7290.474609375,7359.999,7418.583,7484.814,7548.181,7620.548,7670.4204,7707.224
2182.5224609375,2193.6328,2226.3074,2260.9182,2266.3496,2275.8,2307.4082,2337.0876
10025.6142578125,9994.234,9991.376,9996.887,10004.919,9961.173,9958.29,9942.138
3215.942138671875,3209.0994,3250.0317,3238.8086,3273.5767,3258.512,3295.6365,3270.4897
11963.4443359375,12118.911,12439.551,12602.361,12867.41,13007.222,13293.335,13415.9375
10259.16015625,10352.461,10501.085,10703.046,11025.198,11021.293,11255.26,11397.179
15436.6279296875,15165.412,15202.728,15187.801,15498.932,15206.427,15311.949,15552.441
9711.2060546875,9614.368,9595.777,9667.46,9700.384,9585.467,9599.081,9621.25
8957.5087890625,9006.399,8991.707,8965.013,9012.215,9115.07,9147.298,9101.189
26151.025390625,26468.541,26588.861,26689.121,26563.621,26836.053,26877.01,26999.12
7158.2998046875,7154.1187,7185.744,7305.1147,7210.4043,7216.291,7242.5747,7324.472
8196.3154296875,8438.202,8327.224,8428.25,8318.479,8557.151,8405.301,8527.494
3362.654296875,3286.972,3317.9526,3438.8801,3409.652,3336.8923,3366.7761,3487.7292
1407.0906982421875,1414.7635,1392.0408,1433.1661,1440.8335,1459.9874,1442.1124,1490.9229
8111.5869140625,8142.579,7998.7144,8373.203,8178.2495,8247.739,8115.1196,8449.701
8653.083984375,8865.563,8923.973,9238.711,9332.126,9559.337,9605.439,9866.882
7520.3818359375,7699.323,7854.018,7890.346,7882.311,8011.2544,8141.172,8110.2817
2539.181640625,2581.2957,2559.751,2659.4316,2660.561,2716.0945,2706.6028,2791.2795
991.5991821289062,1012.3274,999.33386,1025.0128,1025.0854,1051.9382,1038.2295,1059.5896
8550.8984375,8646.502,8915.463,9021.3125,9237.16,9351.514,9627.994,9670.769
15528.0126953125,15566.1455,16015.641,15915.212,16258.707,16294.668,16726.924,16532.807
